com.google.javascript.jscomp.parsing.TypeSafeDispatcher:145	1.0 2.0 0.3333333333333333
com.google.javascript.rhino.testing.BaseJSTypeTestCase:273	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:275	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:278	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:279	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:280	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:282	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:285	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:286	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:287	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:288	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:289	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:290	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:291	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:292	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:293	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:294	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:295	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:296	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:297	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:298	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:299	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:300	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:301	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:302	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:303	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:304	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:305	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:306	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:307	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:308	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:309	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:310	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:311	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:312	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:313	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:314	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:315	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:316	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:317	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:318	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:319	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:320	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:321	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:322	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:323	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:324	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:325	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:326	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:327	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:329	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:332	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:333	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:334	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:335	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:336	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:337	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:338	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:340	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:343	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:344	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:346	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:347	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:348	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:349	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:350	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:351	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:352	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:354	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:357	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:358	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:359	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:360	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:361	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:362	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:363	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:364	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:365	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:366	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:368	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:369	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:370	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:371	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:372	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:373	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:374	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:375	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:376	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:377	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:378	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:383	3.0 37.0 0.27386127875258304
com.google.javascript.rhino.testing.BaseJSTypeTestCase:385	3.0 37.0 0.27386127875258304
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:217	3.0 38.0 0.2705008904002297
com.google.javascript.jscomp.JSError:97	2.0 17.0 0.26490647141300877
com.google.javascript.rhino.jstype.JSTypeRegistry:752	3.0 44.0 0.2526455763199557
com.google.javascript.jscomp.CheckGlobalThis:76	3.0 48.0 0.242535625036333
com.google.javascript.jscomp.CheckGlobalThis:119	2.0 25.0 0.2222222222222222
com.google.javascript.jscomp.BasicErrorManager:48	2.0 26.0 0.2182178902359924
com.google.javascript.jscomp.BasicErrorManager:167	2.0 26.0 0.2182178902359924
com.google.javascript.jscomp.NodeTraversal:503	2.0 27.0 0.21442250696755896
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:234	3.0 63.0 0.21320071635561044
com.google.javascript.jscomp.Compiler:232	3.0 63.0 0.21320071635561044
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:202	3.0 64.0 0.21160368475757949
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:203	3.0 64.0 0.21160368475757949
com.google.javascript.jscomp.parsing.IRFactory:558	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:172	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:173	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:230	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeTraversal:462	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeTraversal:463	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.CodeChangeHandler:47	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.CodeChangeHandler:48	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeUtil:1049	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeUtil:1053	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeUtil:1054	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeUtil:1233	3.0 65.0 0.21004201260420147
com.google.javascript.jscomp.NodeUtil:51	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.NodeUtil:495	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.NodeUtil:497	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:57	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:58	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:59	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:60	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:61	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:63	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:138	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:139	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:143	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:144	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:151	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:156	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:157	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:159	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:170	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:171	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:173	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:76	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:90	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:92	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:93	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:94	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:97	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:99	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:106	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:107	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:111	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:114	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:117	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:126	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:129	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.CombinedCompilerPass:132	3.0 68.0 0.2055566129482595
com.google.javascript.jscomp.parsing.IRFactory:518	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:139	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:140	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:141	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:142	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:143	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:144	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:145	2.0 30.0 0.20412414523193154
com.google.javascript.jscomp.JSError:146	2.0 30.0 0.20412414523193154
com.google.javascript.rhino.jstype.JSTypeRegistry:107	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:112	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:138	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:176	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:221	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:222	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:223	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:224	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:225	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:226	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:233	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:234	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:236	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:237	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:239	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:240	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:242	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:244	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:247	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:248	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:250	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:251	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:257	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:259	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:262	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:268	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:270	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:271	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:273	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:274	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:282	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:286	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:287	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:290	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:292	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:293	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:296	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:300	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:303	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:304	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:306	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:310	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:314	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:315	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:318	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:320	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:323	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:330	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:331	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:333	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:334	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:337	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:340	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:346	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:347	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:350	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:360	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:370	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:372	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:375	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:378	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:382	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:387	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:388	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:391	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:392	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:395	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:397	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:398	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:401	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:402	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:405	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:409	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:410	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:413	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:426	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:442	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:446	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:448	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.JSTypeRegistry:173	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.NullType:55	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.NullType:56	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.NullType:104	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.ObjectType:219	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.PrototypeObjectType:110	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.PrototypeObjectType:112	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.AllType:55	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.AllType:56	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.AllType:70	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.ArrowType:66	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.ArrowType:67	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.BooleanType:54	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.BooleanType:55	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.BooleanType:103	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.ErrorFunctionType:53	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.ErrorFunctionType:75	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.ErrorFunctionType:76	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:54	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:55	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:56	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:57	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:58	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:59	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:60	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:61	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:62	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:64	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:65	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:66	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:90	3.0 69.0 0.2041241452319315
com.google.javascript.rhino.jstype.FunctionBuilder:91	3.0 69.0 0.2041241452319315
