com.google.javascript.rhino.Node:1323	2.0 0.0 0.7071067811865475
com.google.javascript.jscomp.CollapseProperties:550	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:575	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:576	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:577	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:578	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:579	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:580	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:582	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:609	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CollapseProperties:617	3.0 56.0 0.19528336647123581
com.google.javascript.jscomp.CheckSideEffects:39	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:45	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:46	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:47	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:54	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:59	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:60	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:62	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:63	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:76	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:77	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:83	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:86	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.CheckSideEffects:105	1.0 6.0 0.1889822365046136
com.google.javascript.jscomp.GlobalNamespace:551	3.0 69.0 0.1767766952966369
com.google.javascript.jscomp.GlobalNamespace:554	3.0 69.0 0.1767766952966369
com.google.javascript.jscomp.NodeUtil:444	1.0 7.0 0.17677669529663687
com.google.javascript.jscomp.GlobalNamespace:415	3.0 75.0 0.16984155512168936
com.google.javascript.jscomp.NodeUtil:312	1.0 8.0 0.16666666666666666
com.google.javascript.jscomp.GlobalNamespace:281	3.0 83.0 0.1617491598051576
com.google.javascript.jscomp.NodeUtil:315	1.0 10.0 0.15075567228888181
com.google.javascript.jscomp.NodeUtil:446	1.0 10.0 0.15075567228888181
com.google.javascript.jscomp.CollapseProperties:172	3.0 97.0 0.15
com.google.javascript.jscomp.CollapseProperties:173	3.0 97.0 0.15
com.google.javascript.jscomp.CollapseProperties:174	3.0 97.0 0.15
com.google.javascript.jscomp.CollapseProperties:180	3.0 97.0 0.15
com.google.javascript.jscomp.CollapseProperties:676	3.0 100.0 0.14779939172464399
com.google.javascript.jscomp.CollapseProperties:677	3.0 100.0 0.14779939172464399
com.google.javascript.jscomp.CollapseProperties:678	3.0 100.0 0.14779939172464399
com.google.javascript.jscomp.CollapseProperties:680	3.0 100.0 0.14779939172464399
com.google.javascript.jscomp.CollapseProperties:684	3.0 100.0 0.14779939172464399
com.google.javascript.jscomp.GlobalNamespace:890	3.0 101.0 0.14708710135363803
com.google.javascript.jscomp.GlobalNamespace:888	3.0 104.0 0.14501047335684952
com.google.javascript.jscomp.GlobalNamespace:883	3.0 105.0 0.14433756729740643
com.google.javascript.jscomp.GlobalNamespace:884	3.0 105.0 0.14433756729740643
com.google.javascript.jscomp.GlobalNamespace:885	3.0 105.0 0.14433756729740643
com.google.javascript.jscomp.CollapseProperties:333	3.0 111.0 0.1404878717372541
com.google.javascript.jscomp.CollapseProperties:688	3.0 114.0 0.13867504905630726
com.google.javascript.jscomp.CollapseProperties:667	3.0 115.0 0.1380861926847485
com.google.javascript.jscomp.CollapseProperties:668	3.0 115.0 0.1380861926847485
com.google.javascript.jscomp.CollapseProperties:424	3.0 116.0 0.1375047745542317
com.google.javascript.jscomp.CollapseProperties:425	3.0 116.0 0.1375047745542317
com.google.javascript.jscomp.CollapseProperties:428	3.0 116.0 0.1375047745542317
com.google.javascript.jscomp.CollapseProperties:429	3.0 116.0 0.1375047745542317
com.google.javascript.jscomp.CollapseProperties:430	3.0 116.0 0.1375047745542317
com.google.javascript.jscomp.CollapseProperties:322	3.0 117.0 0.13693063937629152
com.google.javascript.jscomp.CollapseProperties:323	3.0 117.0 0.13693063937629152
com.google.javascript.jscomp.CollapseProperties:324	3.0 117.0 0.13693063937629152
com.google.javascript.jscomp.CollapseProperties:331	3.0 117.0 0.13693063937629152
com.google.javascript.jscomp.CollapseProperties:335	3.0 117.0 0.13693063937629152
com.google.javascript.jscomp.GlobalNamespace:879	3.0 118.0 0.13636363636363635
com.google.javascript.jscomp.CollapseProperties:724	3.0 118.0 0.13636363636363635
com.google.javascript.jscomp.CollapseProperties:725	3.0 118.0 0.13636363636363635
com.google.javascript.jscomp.CollapseProperties:727	3.0 118.0 0.13636363636363635
com.google.javascript.jscomp.CollapseProperties:795	3.0 118.0 0.13636363636363635
com.google.javascript.jscomp.GlobalNamespace:279	3.0 122.0 0.13416407864998736
com.google.javascript.jscomp.GlobalNamespace:280	3.0 122.0 0.13416407864998736
com.google.javascript.jscomp.CollapseProperties:553	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:554	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:657	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:658	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:659	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:660	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:661	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:663	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:664	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:666	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:673	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:675	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:687	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:690	3.0 126.0 0.13206763594884358
com.google.javascript.jscomp.CollapseProperties:551	2.0 56.0 0.13130643285972254
com.google.javascript.jscomp.CollapseProperties:619	2.0 56.0 0.13130643285972254
com.google.javascript.jscomp.CollapseProperties:623	2.0 56.0 0.13130643285972254
com.google.javascript.jscomp.CollapseProperties:624	2.0 56.0 0.13130643285972254
com.google.javascript.jscomp.CollapseProperties:190	3.0 128.0 0.13105560849915568
com.google.javascript.jscomp.GlobalNamespace:916	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.CollapseProperties:816	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.CollapseProperties:817	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.CollapseProperties:837	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.NodeUtil:1490	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.NodeUtil:1491	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.NodeUtil:1492	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.NodeUtil:1509	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.NodeUtil:1510	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.NodeUtil:1511	3.0 132.0 0.12909944487358058
com.google.javascript.jscomp.GlobalNamespace:1036	3.0 135.0 0.1276884796138123
com.google.javascript.jscomp.CodeGenerator:422	2.0 60.0 0.1270001270001905
com.google.javascript.jscomp.CodeGenerator:423	2.0 60.0 0.1270001270001905
com.google.javascript.jscomp.CollapseProperties:306	3.0 139.0 0.12587720374450337
com.google.javascript.jscomp.CollapseProperties:321	3.0 139.0 0.12587720374450337
com.google.javascript.jscomp.CollapseProperties:341	3.0 139.0 0.12587720374450337
com.google.javascript.jscomp.CollapseProperties:346	3.0 139.0 0.12587720374450337
com.google.javascript.jscomp.NodeUtil:282	1.0 15.0 0.125
com.google.javascript.jscomp.NodeUtil:443	1.0 15.0 0.125
com.google.javascript.jscomp.NodeUtil:450	1.0 15.0 0.125
com.google.javascript.jscomp.GlobalNamespace:816	3.0 151.0 0.12087344460380704
com.google.javascript.jscomp.GlobalNamespace:817	3.0 151.0 0.12087344460380704
com.google.javascript.jscomp.GlobalNamespace:818	3.0 151.0 0.12087344460380704
com.google.javascript.jscomp.GlobalNamespace:819	3.0 151.0 0.12087344460380704
com.google.javascript.jscomp.CodeGenerator:404	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:405	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:407	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:411	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:412	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:413	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:415	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CodeGenerator:426	2.0 67.0 0.1203858530857692
com.google.javascript.jscomp.CollapseProperties:445	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.CollapseProperties:548	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.CollapseProperties:559	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.CollapseProperties:813	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.CollapseProperties:814	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.CollapseProperties:815	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.CollapseProperties:839	3.0 153.0 0.12009611535381534
com.google.javascript.jscomp.NodeUtil:908	2.0 69.0 0.11867816581938533
com.google.javascript.jscomp.parsing.IRFactory:539	2.0 69.0 0.11867816581938533
com.google.javascript.jscomp.parsing.IRFactory:543	2.0 69.0 0.11867816581938533
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:238	2.0 69.0 0.11867816581938533
com.google.javascript.jscomp.GlobalNamespace:911	3.0 158.0 0.11821656093586509
com.google.javascript.jscomp.CodeGenerator:607	2.0 72.0 0.11624763874381928
com.google.javascript.jscomp.CodeGenerator:841	2.0 72.0 0.11624763874381928
com.google.javascript.jscomp.CodeGenerator:842	2.0 72.0 0.11624763874381928
com.google.javascript.jscomp.GlobalNamespace:295	3.0 164.0 0.11607348488012052
com.google.javascript.jscomp.GlobalNamespace:296	3.0 164.0 0.11607348488012052
com.google.javascript.jscomp.GlobalNamespace:297	3.0 164.0 0.11607348488012052
com.google.javascript.jscomp.GlobalNamespace:908	3.0 164.0 0.11607348488012052
com.google.javascript.jscomp.GlobalNamespace:955	3.0 164.0 0.11607348488012052
com.google.javascript.jscomp.GlobalNamespace:294	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:302	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:303	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:305	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:309	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:310	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:311	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:449	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CollapseProperties:451	3.0 166.0 0.11538461538461539
com.google.javascript.jscomp.CodeGenerator:626	2.0 74.0 0.11470786693528087
com.google.javascript.jscomp.CodeGenerator:629	2.0 74.0 0.11470786693528087
com.google.javascript.jscomp.CodeGenerator:633	2.0 74.0 0.11470786693528087
com.google.javascript.jscomp.CodeGenerator:637	2.0 74.0 0.11470786693528087
com.google.javascript.jscomp.GlobalNamespace:539	3.0 169.0 0.1143739277494535
com.google.javascript.jscomp.GlobalNamespace:540	3.0 169.0 0.1143739277494535
com.google.javascript.jscomp.GlobalNamespace:541	3.0 169.0 0.1143739277494535
com.google.javascript.jscomp.GlobalNamespace:582	3.0 169.0 0.1143739277494535
com.google.javascript.jscomp.GlobalNamespace:583	3.0 169.0 0.1143739277494535
com.google.javascript.jscomp.GlobalNamespace:324	3.0 173.0 0.11306675421666136
com.google.javascript.jscomp.GlobalNamespace:537	3.0 173.0 0.11306675421666136
com.google.javascript.jscomp.CollapseProperties:125	3.0 173.0 0.11306675421666136
com.google.javascript.jscomp.GlobalNamespace:894	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.GlobalNamespace:900	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.GlobalNamespace:936	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:136	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:137	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:143	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:166	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:168	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:185	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:192	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:248	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:264	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:300	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:441	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:444	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:448	3.0 174.0 0.11274690420042432
com.google.javascript.jscomp.CollapseProperties:76	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:81	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:86	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:111	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:112	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:113	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:114	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:115	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:122	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:128	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:129	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:131	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:132	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:133	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:135	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:142	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:164	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:165	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:193	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:247	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.CollapseProperties:265	3.0 176.0 0.11211526391279038
com.google.javascript.jscomp.GlobalNamespace:652	3.0 177.0 0.11180339887498948
com.google.javascript.jscomp.GlobalNamespace:655	3.0 177.0 0.11180339887498948
com.google.javascript.jscomp.GlobalNamespace:656	3.0 177.0 0.11180339887498948
com.google.javascript.jscomp.GlobalNamespace:967	3.0 179.0 0.11118739749916517
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:174	2.0 79.0 0.1111111111111111
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:175	2.0 79.0 0.1111111111111111
com.google.javascript.jscomp.GlobalNamespace:413	3.0 191.0 0.10769372379266072
com.google.javascript.jscomp.GlobalNamespace:90	3.0 201.0 0.10502100630210073
com.google.javascript.jscomp.GlobalNamespace:91	3.0 201.0 0.10502100630210073
com.google.javascript.jscomp.GlobalNamespace:93	3.0 201.0 0.10502100630210073
com.google.javascript.jscomp.GlobalNamespace:734	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:735	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:736	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:737	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:787	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:788	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:790	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:791	3.0 203.0 0.10450995214374265
com.google.javascript.jscomp.GlobalNamespace:792	3.0 203.0 0.10450995214374265
com.google.javascript.rhino.Node:677	3.0 206.0 0.1037571695799112
com.google.javascript.jscomp.GlobalNamespace:277	3.0 206.0 0.1037571695799112
com.google.javascript.jscomp.GlobalNamespace:872	3.0 208.0 0.10326425862322713
com.google.javascript.jscomp.GlobalNamespace:873	3.0 208.0 0.10326425862322713
com.google.javascript.jscomp.GlobalNamespace:875	3.0 208.0 0.10326425862322713
com.google.javascript.jscomp.GlobalNamespace:876	3.0 208.0 0.10326425862322713
com.google.javascript.jscomp.GlobalNamespace:291	3.0 209.0 0.10302042296151677
com.google.javascript.jscomp.GlobalNamespace:292	3.0 209.0 0.10302042296151677
com.google.javascript.jscomp.GlobalNamespace:304	3.0 209.0 0.10302042296151677
com.google.javascript.jscomp.GlobalNamespace:305	3.0 209.0 0.10302042296151677
com.google.javascript.jscomp.GlobalNamespace:253	3.0 216.0 0.1013606067599229
com.google.javascript.jscomp.GlobalNamespace:254	3.0 216.0 0.1013606067599229
com.google.javascript.jscomp.GlobalNamespace:257	3.0 216.0 0.1013606067599229
com.google.javascript.jscomp.NodeTraversal:372	1.0 24.0 0.1
com.google.javascript.jscomp.GlobalNamespace:101	3.0 223.0 0.0997785157856609
com.google.javascript.jscomp.GlobalNamespace:104	3.0 223.0 0.0997785157856609
com.google.javascript.jscomp.GlobalNamespace:969	3.0 224.0 0.0995584967399958
com.google.javascript.jscomp.GlobalNamespace:486	3.0 225.0 0.09933992677987828
com.google.javascript.jscomp.GlobalNamespace:487	3.0 225.0 0.09933992677987828
com.google.javascript.jscomp.GlobalNamespace:488	3.0 225.0 0.09933992677987828
com.google.javascript.jscomp.GlobalNamespace:490	3.0 225.0 0.09933992677987828
com.google.javascript.jscomp.GlobalNamespace:491	3.0 225.0 0.09933992677987828
com.google.javascript.jscomp.GlobalNamespace:492	3.0 225.0 0.09933992677987828
com.google.javascript.jscomp.CodeGenerator:601	2.0 101.0 0.09853292781642932
com.google.javascript.jscomp.CodeGenerator:602	2.0 101.0 0.09853292781642932
com.google.javascript.jscomp.CodeGenerator:839	2.0 101.0 0.09853292781642932
com.google.javascript.jscomp.CodeGenerator:840	2.0 101.0 0.09853292781642932
com.google.javascript.jscomp.CodeGenerator:845	2.0 101.0 0.09853292781642932
com.google.javascript.jscomp.GlobalNamespace:266	3.0 229.0 0.09847982464479191
com.google.javascript.jscomp.GlobalNamespace:267	3.0 229.0 0.09847982464479191
com.google.javascript.jscomp.GlobalNamespace:268	3.0 229.0 0.09847982464479191
com.google.javascript.jscomp.GlobalNamespace:269	3.0 229.0 0.09847982464479191
com.google.javascript.jscomp.GlobalNamespace:497	3.0 230.0 0.09826826731206276
com.google.javascript.jscomp.NodeUtil:375	1.0 25.0 0.09805806756909202
com.google.javascript.jscomp.CodeGenerator:592	2.0 102.0 0.09805806756909202
com.google.javascript.jscomp.CodeGenerator:594	2.0 102.0 0.09805806756909202
com.google.javascript.jscomp.CodeGenerator:600	2.0 102.0 0.09805806756909202
com.google.javascript.jscomp.GlobalNamespace:411	3.0 240.0 0.09622504486493763
com.google.javascript.jscomp.GlobalNamespace:209	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:796	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:317	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:318	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:319	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:326	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:448	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:450	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:451	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:453	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:454	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:456	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:465	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:480	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:677	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:681	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:682	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:683	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:718	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:730	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:731	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:732	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:733	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:738	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:739	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:741	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:743	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:768	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:769	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:770	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:771	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:772	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:773	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:774	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:777	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:779	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:780	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:781	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:782	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:783	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:784	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:798	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:799	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:800	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:804	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:805	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:828	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:962	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:963	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:964	3.0 242.0 0.09583148474999098
com.google.javascript.jscomp.GlobalNamespace:1007	3.0 242.0 0.09583148474999098
