com.google.javascript.jscomp.parsing.TypeSafeDispatcher:254	8.0 9.0 0.6467616667635546
com.google.javascript.rhino.testing.BaseJSTypeTestCase:293	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:294	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:295	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:296	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:297	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:298	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:299	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:300	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:301	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:302	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:303	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:304	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:305	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:306	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:307	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:308	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:309	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:310	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:311	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:312	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:313	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:314	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:315	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:316	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:317	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:318	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:319	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:320	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:321	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:322	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:323	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:324	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:325	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:326	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:327	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:329	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:332	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:333	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:334	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:335	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:336	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:337	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:338	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:340	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:343	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:344	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:346	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:347	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:348	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:349	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:350	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:351	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:352	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:354	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:357	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:358	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:359	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:360	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:361	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:362	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:363	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:364	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:365	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:366	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:368	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:369	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:370	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:371	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:372	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:373	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:374	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:375	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:376	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:377	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:378	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:383	9.0 27.0 0.5
com.google.javascript.rhino.testing.BaseJSTypeTestCase:385	9.0 27.0 0.5
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:217	9.0 28.0 0.4931969619160719
com.google.javascript.jscomp.NodeTraversal:503	7.0 19.0 0.4576043153224294
com.google.javascript.rhino.jstype.JSTypeRegistry:752	9.0 34.0 0.457495710997814
com.google.javascript.jscomp.CheckGlobalThis:89	8.0 27.0 0.4507489358552088
com.google.javascript.jscomp.CheckGlobalThis:142	4.0 7.0 0.40201512610368484
com.google.javascript.jscomp.NodeUtil:1059	7.0 28.0 0.3944053188733077
com.google.javascript.jscomp.Compiler:232	9.0 53.0 0.38100038100057154
com.google.javascript.jscomp.CodeChangeHandler:47	9.0 55.0 0.375
com.google.javascript.jscomp.CodeChangeHandler:48	9.0 55.0 0.375
com.google.javascript.jscomp.CombinedCompilerPass:57	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:58	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:59	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:60	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:61	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:63	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:138	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:139	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:143	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:144	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:151	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:156	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:157	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:159	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:76	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:90	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:92	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:93	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:94	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:97	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:99	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:106	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:107	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:111	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:114	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:117	9.0 58.0 0.36650833306891567
com.google.javascript.jscomp.CombinedCompilerPass:132	9.0 58.0 0.36650833306891567
com.google.javascript.rhino.jstype.JSTypeRegistry:107	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:112	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:138	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:176	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:221	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:222	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:223	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:224	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:225	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:226	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:233	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:234	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:236	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:237	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:239	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:240	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:242	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:244	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:247	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:248	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:250	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:251	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:257	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:259	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:262	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:268	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:270	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:271	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:273	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:274	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:282	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:286	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:287	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:290	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:292	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:293	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:296	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:300	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:303	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:304	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:306	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:310	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:314	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:315	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:318	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:320	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:323	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:330	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:331	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:333	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:334	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:337	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:340	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:346	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:347	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:350	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:360	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:370	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:372	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:375	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:378	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:382	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:387	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:388	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:391	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:392	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:395	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:397	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:398	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:401	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:402	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:405	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:409	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:410	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:413	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:426	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:442	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:446	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:448	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeRegistry:173	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.NullType:55	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.NullType:56	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.NullType:104	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.ObjectType:219	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.PrototypeObjectType:106	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.PrototypeObjectType:112	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:71	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:72	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:91	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:103	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:104	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:105	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:111	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:131	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:304	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:311	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:327	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSType:450	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.AllType:55	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.AllType:56	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.AllType:70	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.ArrowType:66	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.ArrowType:67	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.BooleanType:54	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.BooleanType:55	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.BooleanType:103	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.ErrorFunctionType:53	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.ErrorFunctionType:75	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.ErrorFunctionType:76	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:54	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:55	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:56	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:57	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:58	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:59	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:60	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:61	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:62	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:64	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:65	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:66	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:90	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:91	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:96	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:97	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionBuilder:146	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionParamBuilder:52	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionParamBuilder:122	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionParamBuilder:123	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionPrototypeType:48	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionPrototypeType:55	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionPrototypeType:57	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionPrototypeType:58	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionPrototypeType:62	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionPrototypeType:63	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionType:127	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionType:130	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.FunctionType:297	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:47	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:50	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:51	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:53	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:54	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:55	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:79	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:81	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:82	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:84	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:85	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:87	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:88	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:90	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:91	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:92	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:94	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:96	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:97	9.0 59.0 0.3638034375544995
com.google.javascript.rhino.jstype.JSTypeNative:98	9.0 59.0 0.3638034375544995
