org.joda.time.DateTimeZone:314	1.0 1.0 0.7071067811865475
org.joda.time.tz.DateTimeZoneBuilder:1364	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1367	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1370	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1371	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1372	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1375	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1500	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1501	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1502	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1503	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1504	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1505	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:1506	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:740	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:747	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:748	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:749	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:750	1.0 3518.0 0.016857391247472455
org.joda.time.tz.DateTimeZoneBuilder:751	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:147	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:224	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:226	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:227	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:228	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:229	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:236	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:237	1.0 3518.0 0.016857391247472455
org.joda.time.tz.ZoneInfoProvider:240	1.0 3518.0 0.016857391247472455
org.joda.time.DateTimeZone:204	1.0 3519.0 0.016854996561581053
org.joda.time.DateTimeZone:705	1.0 3570.0 0.01673420461308167
org.joda.time.DateTimeZone:95	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:115	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:116	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:117	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:415	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:416	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:418	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:419	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:423	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:426	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:443	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:446	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:458	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:460	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:462	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:466	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:469	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:473	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:517	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:518	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:688	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:689	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:692	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:693	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:82	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:83	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:106	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:107	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:110	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:111	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:114	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:115	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:117	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:118	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:121	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:123	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:124	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:136	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:140	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:141	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:145	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:150	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:152	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:153	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:154	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:155	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:174	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:196	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:199	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:200	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:201	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:205	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:214	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:252	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:253	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:255	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:258	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:260	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:262	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:263	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:274	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:275	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:276	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:277	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:281	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:282	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:284	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:287	1.0 3572.0 0.016729520440949854
org.joda.time.tz.ZoneInfoProvider:289	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:38	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:39	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:40	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:41	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:42	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:88	1.0 3572.0 0.016729520440949854
org.joda.time.tz.FixedDateTimeZone:89	1.0 3572.0 0.016729520440949854
org.joda.time.DateTimeZone:313	0 6.0 0.0
org.joda.time.DateTimeZone:319	0 6.0 0.0
org.joda.time.DateTimeZone:578	0 6.0 0.0
org.joda.time.DateTimeZone:579	0 6.0 0.0
org.joda.time.DateTimeZone:580	0 6.0 0.0
org.joda.time.DateTimeZone:581	0 6.0 0.0
org.joda.time.DateTimeZone:582	0 6.0 0.0
org.joda.time.DateTimeZone:583	0 6.0 0.0
org.joda.time.DateTimeZone:584	0 6.0 0.0
org.joda.time.DateTimeZone:585	0 6.0 0.0
org.joda.time.DateTimeZone:586	0 6.0 0.0
org.joda.time.DateTimeZone:587	0 6.0 0.0
org.joda.time.DateTimeZone:588	0 6.0 0.0
org.joda.time.DateTimeZone:589	0 6.0 0.0
org.joda.time.DateTimeZone:590	0 6.0 0.0
org.joda.time.DateTimeZone:591	0 6.0 0.0
org.joda.time.DateTimeZone:592	0 6.0 0.0
org.joda.time.DateTimeZone:593	0 6.0 0.0
org.joda.time.DateTimeZone:594	0 6.0 0.0
org.joda.time.DateTimeZone:595	0 6.0 0.0
org.joda.time.DateTimeZone:597	0 6.0 0.0
org.joda.time.DateTimeZone:178	0 2884.0 0.0
org.joda.time.DateTimeZone:181	0 2884.0 0.0
org.joda.time.DateTimeZone:182	0 2884.0 0.0
org.joda.time.DateTimeZone:183	0 2884.0 0.0
org.joda.time.DateTimeZone:184	0 2884.0 0.0
org.joda.time.DateTimeZone:142	0 3238.0 0.0
org.joda.time.DateTimeZone:143	0 3238.0 0.0
org.joda.time.DateTimeZone:153	0 3238.0 0.0
org.joda.time.DateTimeZone:154	0 3238.0 0.0
org.joda.time.DateTimeZone:157	0 3238.0 0.0
org.joda.time.DateTimeZone:159	0 3238.0 0.0
org.joda.time.DateTimeZone:161	0 3238.0 0.0
org.joda.time.DateTimeZone:212	0 3518.0 0.0
org.joda.time.DateTimeZone:207	0 3519.0 0.0
org.joda.time.DateTimeZone:210	0 3519.0 0.0
org.joda.time.DateTimeZone:211	0 3519.0 0.0
org.joda.time.DateTimeZone:429	0 3572.0 0.0
org.joda.time.DateTimeZone:430	0 3572.0 0.0
org.joda.time.DateTimeZone:431	0 3572.0 0.0
org.joda.time.DateTimeZone:448	0 3572.0 0.0
org.joda.time.DateTimeZone:514	0 3572.0 0.0
org.joda.time.DateTimeZone:515	0 3572.0 0.0
org.joda.time.DateTimeZone:529	0 3572.0 0.0
org.joda.time.DateTimeZone:531	0 3572.0 0.0
org.joda.time.DateTimeZone:532	0 3572.0 0.0
org.joda.time.DateTimeZone:542	0 3572.0 0.0
org.joda.time.DateTimeZone:544	0 3572.0 0.0
org.joda.time.DateTimeZone:545	0 3572.0 0.0
org.joda.time.DateTimeZone:548	0 3572.0 0.0
org.joda.time.DateTimeZone:1226	0 2926.0 0.0
org.joda.time.DateTimeZone:923	0 1275.0 0.0
org.joda.time.DateTimeZone:924	0 1275.0 0.0
org.joda.time.DateTimeZone:926	0 1275.0 0.0
org.joda.time.DateTimeZone:929	0 1275.0 0.0
org.joda.time.DateTimeZone:950	0 1007.0 0.0
org.joda.time.DateTimeZone:951	0 1007.0 0.0
org.joda.time.DateTimeZone:952	0 1007.0 0.0
org.joda.time.DateTimeZone:953	0 1007.0 0.0
org.joda.time.DateTimeZone:954	0 954.0 0.0
org.joda.time.DateTimeZone:956	0 796.0 0.0
org.joda.time.DateTimeZone:973	0 797.0 0.0
org.joda.time.DateTimeZone:975	0 797.0 0.0
org.joda.time.DateTimeZone:977	0 797.0 0.0
org.joda.time.DateTimeZone:1008	0 797.0 0.0
org.joda.time.DateTimeZone:1010	0 797.0 0.0
org.joda.time.DateTimeZone:1013	0 797.0 0.0
org.joda.time.DateTimeZone:881	0 707.0 0.0
org.joda.time.DateTimeZone:883	0 707.0 0.0
org.joda.time.DateTimeZone:884	0 707.0 0.0
org.joda.time.DateTimeZone:886	0 707.0 0.0
org.joda.time.DateTimeZone:899	0 690.0 0.0
org.joda.time.DateTimeZone:909	0 699.0 0.0
org.joda.time.DateTimeZone:1027	0 294.0 0.0
org.joda.time.DateTimeZone:1030	0 294.0 0.0
org.joda.time.DateTimeZone:1031	0 199.0 0.0
org.joda.time.DateTimeZone:1033	0 99.0 0.0
org.joda.time.DateTimeZone:1034	0 99.0 0.0
org.joda.time.DateTimeZone:1209	0 347.0 0.0
org.joda.time.DateTimeZone:1244	0 27.0 0.0
org.joda.time.DateTimeZone:900	0 561.0 0.0
org.joda.time.DateTimeZone:901	0 561.0 0.0
org.joda.time.DateTimeZone:902	0 561.0 0.0
org.joda.time.DateTimeZone:903	0 561.0 0.0
org.joda.time.DateTimeZone:904	0 561.0 0.0
org.joda.time.DateTimeZone:889	0 35.0 0.0
org.joda.time.DateTimeZone:893	0 21.0 0.0
org.joda.time.DateTimeZone:894	0 21.0 0.0
org.joda.time.DateTimeZone:895	0 21.0 0.0
org.joda.time.DateTimeZone:896	0 11.0 0.0
org.joda.time.DateTimeZone:898	0 13.0 0.0
org.joda.time.DateTimeZone:282	0 95.0 0.0
org.joda.time.DateTimeZone:283	0 95.0 0.0
org.joda.time.DateTimeZone:349	0 114.0 0.0
org.joda.time.DateTimeZone:350	0 39.0 0.0
org.joda.time.DateTimeZone:630	0.0 119.0 0.0
org.joda.time.DateTimeZone:631	0.0 119.0 0.0
org.joda.time.DateTimeZone:632	0.0 117.0 0.0
org.joda.time.DateTimeZone:638	0 119.0 0.0
org.joda.time.DateTimeZone:639	0 119.0 0.0
org.joda.time.DateTimeZone:640	0 119.0 0.0
org.joda.time.DateTimeZone:642	0 119.0 0.0
org.joda.time.DateTimeZone:643	0 119.0 0.0
org.joda.time.DateTimeZone:644	0 119.0 0.0
org.joda.time.DateTimeZone:645	0 119.0 0.0
org.joda.time.DateTimeZone:646	0 119.0 0.0
org.joda.time.DateTimeZone:647	0 119.0 0.0
org.joda.time.DateTimeZone:214	0 29.0 0.0
org.joda.time.DateTimeZone:215	0 29.0 0.0
org.joda.time.DateTimeZone:216	0 29.0 0.0
org.joda.time.DateTimeZone:219	0 29.0 0.0
org.joda.time.DateTimeZone:220	0 29.0 0.0
org.joda.time.DateTimeZone:352	0 88.0 0.0
org.joda.time.DateTimeZone:353	0 88.0 0.0
org.joda.time.DateTimeZone:356	0 88.0 0.0
org.joda.time.DateTimeZone:357	0 88.0 0.0
org.joda.time.DateTimeZone:358	0 12.0 0.0
org.joda.time.DateTimeZone:359	0 12.0 0.0
org.joda.time.DateTimeZone:360	0 12.0 0.0
org.joda.time.DateTimeZone:363	0 88.0 0.0
org.joda.time.DateTimeZone:364	0 88.0 0.0
org.joda.time.DateTimeZone:365	0 88.0 0.0
org.joda.time.DateTimeZone:603	0 31.0 0.0
org.joda.time.DateTimeZone:617	0.0 31.0 0.0
org.joda.time.DateTimeZone:669	0 31.0 0.0
org.joda.time.DateTimeZone:670	0 31.0 0.0
org.joda.time.DateTimeZone:674	0 31.0 0.0
org.joda.time.DateTimeZone:981	0 29.0 0.0
org.joda.time.DateTimeZone:237	0 54.0 0.0
org.joda.time.DateTimeZone:254	0 56.0 0.0
org.joda.time.DateTimeZone:257	0 56.0 0.0
org.joda.time.DateTimeZone:260	0 56.0 0.0
org.joda.time.DateTimeZone:262	0 56.0 0.0
org.joda.time.DateTimeZone:263	0 56.0 0.0
org.joda.time.DateTimeZone:264	0 6.0 0.0
org.joda.time.DateTimeZone:268	0 56.0 0.0
org.joda.time.DateTimeZone:271	0 56.0 0.0
org.joda.time.DateTimeZone:272	0 56.0 0.0
org.joda.time.DateTimeZone:634	0.0 13.0 0.0
org.joda.time.DateTimeZone:635	0 13.0 0.0
org.joda.time.DateTimeZone:266	0 52.0 0.0
org.joda.time.DateTimeZone:1234	0 3.0 0.0
org.joda.time.DateTimeZone:486	0 3.0 0.0
org.joda.time.DateTimeZone:500	0 1.0 0.0
org.joda.time.DateTimeZone:501	0 1.0 0.0
org.joda.time.DateTimeZone:504	0 1.0 0.0
org.joda.time.DateTimeZone:505	0 1.0 0.0
org.joda.time.DateTimeZone:534	0 1.0 0.0
org.joda.time.DateTimeZone:535	0 1.0 0.0
org.joda.time.DateTimeZone:536	0 1.0 0.0
org.joda.time.DateTimeZone:537	0 1.0 0.0
org.joda.time.DateTimeZone:538	0 1.0 0.0
org.joda.time.DateTimeZone:728	0 1.0 0.0
org.joda.time.DateTimeZone:743	0 2.0 0.0
org.joda.time.DateTimeZone:744	0 1.0 0.0
org.joda.time.DateTimeZone:746	0 2.0 0.0
org.joda.time.DateTimeZone:747	0 2.0 0.0
org.joda.time.DateTimeZone:750	0 1.0 0.0
org.joda.time.DateTimeZone:751	0 1.0 0.0
org.joda.time.DateTimeZone:754	0 1.0 0.0
org.joda.time.DateTimeZone:768	0 5.0 0.0
org.joda.time.DateTimeZone:783	0 6.0 0.0
org.joda.time.DateTimeZone:784	0 5.0 0.0
org.joda.time.DateTimeZone:786	0 6.0 0.0
org.joda.time.DateTimeZone:787	0 6.0 0.0
org.joda.time.DateTimeZone:790	0 5.0 0.0
org.joda.time.DateTimeZone:791	0 5.0 0.0
org.joda.time.DateTimeZone:794	0 5.0 0.0
org.joda.time.DateTimeZone:843	0 4.0 0.0
org.joda.time.DateTimeZone:317	0 6.0 0.0
org.joda.time.DateTimeZone:324	0 3.0 0.0
org.joda.time.DateTimeZone:325	0 3.0 0.0
org.joda.time.DateTimeZone:326	0 3.0 0.0
org.joda.time.DateTimeZone:337	0 1.0 0.0
org.joda.time.DateTimeZone:208	0 7.0 0.0
org.joda.time.DateTimeZone:205	0 1.0 0.0
org.joda.time.DateTimeZone:217	0 1.0 0.0
org.joda.time.DateTimeZone:223	0 1.0 0.0
org.joda.time.DateTimeZone:650	0 2.0 0.0
org.joda.time.DateTimeZone:651	0 2.0 0.0
org.joda.time.DateTimeZone:652	0 2.0 0.0
org.joda.time.DateTimeZone:653	0 2.0 0.0
org.joda.time.DateTimeZone:654	0 2.0 0.0
org.joda.time.DateTimeZone:655	0 1.0 0.0
org.joda.time.DateTimeZone:255	0 2.0 0.0
org.joda.time.DateTimeZone:269	0 2.0 0.0
org.joda.time.DateTimeZone:270	0 2.0 0.0
org.joda.time.DateTimeZone:983	0 14.0 0.0
org.joda.time.DateTimeZone:984	0 14.0 0.0
org.joda.time.DateTimeZone:987	0 14.0 0.0
org.joda.time.DateTimeZone:988	0 14.0 0.0
org.joda.time.DateTimeZone:991	0 14.0 0.0
org.joda.time.DateTimeZone:993	0 13.0 0.0
org.joda.time.DateTimeZone:1002	0 13.0 0.0
org.joda.time.DateTimeZone:1144	0 2.0 0.0
org.joda.time.DateTimeZone:1148	0 2.0 0.0
org.joda.time.DateTimeZone:1149	0 2.0 0.0
org.joda.time.DateTimeZone:1150	0 2.0 0.0
org.joda.time.DateTimeZone:1151	0 2.0 0.0
org.joda.time.DateTimeZone:327	0 2.0 0.0
org.joda.time.DateTimeZone:328	0 2.0 0.0
org.joda.time.DateTimeZone:329	0 2.0 0.0
org.joda.time.DateTimeZone:332	0 2.0 0.0
org.joda.time.DateTimeZone:333	0 2.0 0.0
org.joda.time.DateTimeZone:1028	0 1.0 0.0
org.joda.time.DateTimeZone:658	0 1.0 0.0
org.joda.time.DateTimeZone:659	0 1.0 0.0
org.joda.time.DateTimeZone:660	0 1.0 0.0
org.joda.time.DateTimeZone:258	0 1.0 0.0
org.joda.time.DateTimeZone:748	0 1.0 0.0
