org.joda.time.Partial:224	1.0 1.0 0.7071067811865475
org.joda.time.chrono.BuddhistChronology:219	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:222	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:223	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:227	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:228	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:232	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:233	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:236	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:237	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:239	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:241	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:243	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:246	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:248	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:251	1.0 926.0 0.0328443092721431
org.joda.time.chrono.BuddhistChronology:253	1.0 926.0 0.0328443092721431
org.joda.time.field.DelegatedDateTimeField:211	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipDateTimeField:82	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:53	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:54	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:64	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:65	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:66	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:67	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:68	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:74	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:75	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:87	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:88	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:89	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:91	1.0 926.0 0.0328443092721431
org.joda.time.field.SkipUndoDateTimeField:95	1.0 926.0 0.0328443092721431
org.joda.time.chrono.GJChronology:174	1.0 928.0 0.03280893574623933
org.joda.time.chrono.GJChronology:823	1.0 928.0 0.03280893574623933
org.joda.time.chrono.GJChronology:854	1.0 928.0 0.03280893574623933
org.joda.time.chrono.GJChronology:193	1.0 930.0 0.032773676267223106
org.joda.time.field.OffsetDateTimeField:153	1.0 930.0 0.032773676267223106
org.joda.time.field.OffsetDateTimeField:154	1.0 930.0 0.032773676267223106
org.joda.time.field.DecoratedDateTimeField:83	1.0 931.0 0.03275608910402092
org.joda.time.field.SkipDateTimeField:100	1.0 933.0 0.03272099955018442
org.joda.time.chrono.BaseChronology:132	1.0 935.0 0.03268602252303067
org.joda.time.chrono.BaseChronology:133	1.0 935.0 0.03268602252303067
org.joda.time.chrono.BaseChronology:134	1.0 935.0 0.03268602252303067
org.joda.time.chrono.BaseChronology:135	1.0 935.0 0.03268602252303067
org.joda.time.chrono.BaseChronology:136	1.0 935.0 0.03268602252303067
org.joda.time.chrono.BaseChronology:137	1.0 935.0 0.03268602252303067
org.joda.time.chrono.BaseChronology:138	1.0 935.0 0.03268602252303067
org.joda.time.chrono.GJChronology:742	1.0 935.0 0.03268602252303067
org.joda.time.chrono.GJChronology:743	1.0 935.0 0.03268602252303067
org.joda.time.chrono.GJChronology:746	1.0 935.0 0.03268602252303067
org.joda.time.chrono.AssembledChronology:136	1.0 935.0 0.03268602252303067
org.joda.time.chrono.GJChronology:675	1.0 936.0 0.03266857601924006
org.joda.time.chrono.GJChronology:593	1.0 937.0 0.032651157422416956
org.joda.time.chrono.GJChronology:943	1.0 937.0 0.032651157422416956
org.joda.time.chrono.BasicWeekyearDateTimeField:229	1.0 937.0 0.032651157422416956
org.joda.time.chrono.GJChronology:752	1.0 938.0 0.03263376665824188
org.joda.time.chrono.GJChronology:753	1.0 938.0 0.03263376665824188
org.joda.time.field.DelegatedDateTimeField:186	1.0 938.0 0.03263376665824188
org.joda.time.chrono.JulianChronology:79	1.0 938.0 0.03263376665824188
org.joda.time.chrono.JulianChronology:83	1.0 938.0 0.03263376665824188
org.joda.time.chrono.GJChronology:739	1.0 940.0 0.03259906833194042
org.joda.time.chrono.GJChronology:740	1.0 940.0 0.03259906833194042
org.joda.time.chrono.GJChronology:940	1.0 940.0 0.03259906833194042
org.joda.time.chrono.GJChronology:75	1.0 942.0 0.0325644804512918
org.joda.time.chrono.GJChronology:738	1.0 942.0 0.0325644804512918
org.joda.time.chrono.GJChronology:765	1.0 942.0 0.0325644804512918
org.joda.time.chrono.GJChronology:672	1.0 943.0 0.03254722774520597
org.joda.time.field.DelegatedDateTimeField:245	1.0 947.0 0.032478490123081544
org.joda.time.chrono.JulianChronology:78	1.0 957.0 0.03230853348756192
org.joda.time.chrono.JulianChronology:85	1.0 957.0 0.03230853348756192
org.joda.time.chrono.JulianChronology:207	1.0 957.0 0.03230853348756192
org.joda.time.chrono.BasicChronology:410	1.0 963.0 0.03220783132004154
org.joda.time.chrono.GregorianChronology:209	1.0 965.0 0.03217447260438934
org.joda.time.chrono.GJChronology:816	1.0 976.0 0.031992834407549194
org.joda.time.chrono.GJChronology:796	1.0 985.0 0.0318464877649241
org.joda.time.chrono.GJChronology:514	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:515	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:516	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:517	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:518	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:519	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:520	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:521	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:522	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:523	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:525	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.BasicYearDateTimeField:132	1.0 1001.0 0.031591201180328175
org.joda.time.chrono.GJChronology:84	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:106	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:109	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:190	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:192	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:203	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:204	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:205	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:206	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:207	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:218	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:219	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:231	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:232	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:233	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:274	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:275	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:478	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:480	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:481	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:482	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:483	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:485	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:486	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:487	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:489	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:493	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:498	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:504	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:510	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:530	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:537	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:539	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:540	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:543	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:545	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:547	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:550	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:552	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:554	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:556	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:557	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:567	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:568	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:573	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:574	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:581	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:583	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:584	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:586	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:589	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:627	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:628	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:638	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:639	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:649	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:650	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:651	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:652	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:653	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:654	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:657	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:658	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:659	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:660	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:661	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:664	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:665	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:792	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:963	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:964	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:974	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:975	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:985	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:986	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:987	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:997	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:998	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:999	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:1000	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:1002	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:1003	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:1148	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:1149	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.GJChronology:1150	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.BasicYearDateTimeField:128	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.BasicYearDateTimeField:129	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.BasicYearDateTimeField:130	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.BasicYearDateTimeField:134	1.0 1002.0 0.03157544889753363
org.joda.time.chrono.BasicWeekyearDateTimeField:73	1.0 1003.0 0.031559720154890156
org.joda.time.chrono.BasicWeekyearDateTimeField:76	1.0 1003.0 0.031559720154890156
org.joda.time.chrono.JulianChronology:253	1.0 1005.0 0.03152833305597158
org.joda.time.chrono.JulianChronology:261	1.0 1005.0 0.03152833305597158
org.joda.time.chrono.BasicWeekyearDateTimeField:182	1.0 1006.0 0.031512674583162724
org.joda.time.chrono.JulianChronology:224	1.0 1006.0 0.031512674583162724
org.joda.time.chrono.BasicWeekyearDateTimeField:238	1.0 1008.0 0.031481427501027934
org.joda.time.field.BaseDateTimeField:886	1.0 1010.0 0.031450273186121945
org.joda.time.field.BaseDateTimeField:887	1.0 1010.0 0.031450273186121945
org.joda.time.field.BaseDateTimeField:888	1.0 1010.0 0.031450273186121945
org.joda.time.field.BaseDateTimeField:890	1.0 1010.0 0.031450273186121945
org.joda.time.chrono.JulianChronology:211	1.0 1011.0 0.03143473067309657
org.joda.time.chrono.JulianChronology:219	1.0 1011.0 0.03143473067309657
org.joda.time.chrono.JulianChronology:221	1.0 1011.0 0.03143473067309657
org.joda.time.chrono.JulianChronology:233	1.0 1011.0 0.03143473067309657
org.joda.time.chrono.JulianChronology:237	1.0 1011.0 0.03143473067309657
org.joda.time.field.SkipDateTimeField:80	1.0 1014.0 0.03138824102871723
org.joda.time.field.SkipDateTimeField:81	1.0 1014.0 0.03138824102871723
org.joda.time.field.SkipDateTimeField:84	1.0 1014.0 0.03138824102871723
org.joda.time.chrono.BasicChronology:548	1.0 1014.0 0.03138824102871723
org.joda.time.chrono.BasicChronology:504	1.0 1016.0 0.03135736227945324
org.joda.time.chrono.BasicChronology:545	1.0 1016.0 0.03135736227945324
org.joda.time.chrono.BasicChronology:547	1.0 1016.0 0.03135736227945324
org.joda.time.DateTimeUtils:304	1.0 1017.0 0.031341957040361135
org.joda.time.chrono.BasicWeekyearDateTimeField:129	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:134	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:135	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:141	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:145	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:146	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:147	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:155	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:156	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:163	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:169	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:174	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:180	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:190	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:192	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:201	1.0 1018.0 0.03132657448383193
org.joda.time.chrono.BasicWeekyearDateTimeField:205	1.0 1018.0 0.03132657448383193
org.joda.time.DateTimeUtils:301	1.0 1018.0 0.03132657448383193
org.joda.time.field.DelegatedDateTimeField:110	1.0 1022.0 0.03126526997403612
org.joda.time.chrono.BasicWeekyearDateTimeField:235	1.0 1024.0 0.031234752377721213
org.joda.time.chrono.BasicWeekyearDateTimeField:236	1.0 1024.0 0.031234752377721213
org.joda.time.chrono.BasicWeekyearDateTimeField:237	1.0 1024.0 0.031234752377721213
org.joda.time.chrono.BasicWeekyearDateTimeField:240	1.0 1024.0 0.031234752377721213
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:66	1.0 1024.0 0.031234752377721213
org.joda.time.chrono.BasicChronology:335	1.0 1025.0 0.031219527052723135
org.joda.time.chrono.BasicChronology:336	1.0 1025.0 0.031219527052723135
org.joda.time.chrono.BasicChronology:337	1.0 1025.0 0.031219527052723135
org.joda.time.chrono.BasicChronology:185	1.0 1028.0 0.03117398431942748
org.joda.time.field.PreciseDurationDateTimeField:96	1.0 1031.0 0.031128640318234518
org.joda.time.field.PreciseDurationDateTimeField:97	1.0 1031.0 0.031128640318234518
org.joda.time.chrono.JulianChronology:50	1.0 1033.0 0.031098520678556146
org.joda.time.field.PreciseDurationDateTimeField:164	1.0 1035.0 0.031068488300060003
org.joda.time.chrono.BasicWeekyearDateTimeField:61	1.0 1036.0 0.031053504702226845
org.joda.time.chrono.BasicChronology:562	1.0 1038.0 0.03102360242788488
org.joda.time.chrono.BasicChronology:501	1.0 1041.0 0.030978910540439487
org.joda.time.chrono.BasicChronology:502	1.0 1041.0 0.030978910540439487
org.joda.time.chrono.BasicChronology:503	1.0 1041.0 0.030978910540439487
org.joda.time.chrono.BasicChronology:425	1.0 1046.0 0.03090485136077065
org.joda.time.chrono.BasicChronology:432	1.0 1046.0 0.03090485136077065
org.joda.time.chrono.GJDayOfWeekDateTimeField:113	1.0 1046.0 0.03090485136077065
org.joda.time.chrono.BasicChronology:352	1.0 1047.0 0.03089010316076077
org.joda.time.chrono.GJDayOfWeekDateTimeField:104	1.0 1047.0 0.03089010316076077
org.joda.time.chrono.BasicChronology:422	1.0 1048.0 0.03087537605472192
org.joda.time.chrono.BasicChronology:428	1.0 1048.0 0.03087537605472192
org.joda.time.chrono.BasicChronology:430	1.0 1048.0 0.03087537605472192
org.joda.time.chrono.BasicChronology:516	1.0 1051.0 0.030831320798910367
org.joda.time.chrono.BasicChronology:153	1.0 1052.0 0.030816677568068284
org.joda.time.chrono.BasicChronology:157	1.0 1052.0 0.030816677568068284
org.joda.time.chrono.BasicChronology:159	1.0 1052.0 0.030816677568068284
org.joda.time.chrono.BasicChronology:524	1.0 1058.0 0.030729254193150105
org.joda.time.chrono.BasicChronology:525	1.0 1058.0 0.030729254193150105
org.joda.time.chrono.BasicChronology:528	1.0 1058.0 0.030729254193150105
org.joda.time.chrono.BasicChronology:529	1.0 1058.0 0.030729254193150105
org.joda.time.chrono.BasicChronology:532	1.0 1058.0 0.030729254193150105
org.joda.time.field.PreciseDateTimeField:83	1.0 1059.0 0.03071475584169756
org.joda.time.chrono.BasicChronology:347	1.0 1060.0 0.03070027799227584
org.joda.time.chrono.BasicChronology:348	1.0 1060.0 0.03070027799227584
org.joda.time.chrono.BasicChronology:350	1.0 1060.0 0.03070027799227584
org.joda.time.chrono.CopticChronology:51	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:63	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:72	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:78	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:79	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:108	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:119	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:123	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:124	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:125	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:126	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:127	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:130	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:134	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:135	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:136	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:138	1.0 1073.0 0.030513909884867668
org.joda.time.chrono.CopticChronology:140	1.0 1073.0 0.030513909884867668
