org.apache.commons.math.optimization.linear.SimplexTableau:349	1.0 3.0 0.5
org.apache.commons.math.optimization.linear.SimplexTableau:406	1.0 15.0 0.25
org.apache.commons.math.optimization.linear.SimplexTableau:415	1.0 15.0 0.25
org.apache.commons.math.util.MathUtils:30	1.0 15.0 0.25
org.apache.commons.math.util.MathUtils:395	1.0 15.0 0.25
org.apache.commons.math.util.MathUtils:411	1.0 15.0 0.25
org.apache.commons.math.util.MathUtils:473	1.0 15.0 0.25
org.apache.commons.math.linear.Array2DRowRealMatrix:354	1.0 15.0 0.25
org.apache.commons.math.linear.Array2DRowRealMatrix:367	1.0 15.0 0.25
org.apache.commons.math.linear.Array2DRowRealMatrix:372	1.0 15.0 0.25
org.apache.commons.math.linear.Array2DRowRealMatrix:373	1.0 15.0 0.25
org.apache.commons.math.optimization.linear.LinearConstraint:81	1.0 15.0 0.25
org.apache.commons.math.optimization.linear.LinearConstraint:82	1.0 15.0 0.25
org.apache.commons.math.optimization.linear.SimplexTableau:104	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:105	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:106	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:107	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:108	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:109	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:110	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:112	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:114	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:115	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:116	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:126	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:127	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:129	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:130	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:133	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:136	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:137	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:138	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:140	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:141	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:144	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:150	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:151	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:152	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:153	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:154	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:157	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:160	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:166	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:169	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:176	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:183	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:190	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:198	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:199	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:200	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:201	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:202	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:211	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:216	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:225	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:234	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:235	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:236	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:237	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:239	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:240	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:248	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:252	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:331	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:332	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.ArrayRealVector:36	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.ArrayRealVector:77	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.ArrayRealVector:78	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.ArrayRealVector:79	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.ArrayRealVector:854	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.ArrayRealVector:1157	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:58	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:59	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:65	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:66	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:67	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:68	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:75	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:83	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:94	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:95	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:96	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:314	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:315	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:320	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:325	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:326	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:330	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:331	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:334	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:335	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:336	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:341	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:343	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:347	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:404	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:410	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:622	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.Array2DRowRealMatrix:623	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:99	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:100	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:101	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:102	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:103	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:168	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:176	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.LinearConstraint:184	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.AbstractRealMatrix:43	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.AbstractRealMatrix:44	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.AbstractRealMatrix:45	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:94	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:95	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:117	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:118	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:119	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:120	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:121	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:122	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:123	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:124	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:125	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:173	1.0 16.0 0.24253562503633297
org.apache.commons.math.linear.RealVectorFormat:182	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.GoalType:27	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.GoalType:30	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.GoalType:33	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:25	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:28	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:31	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:34	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:42	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:43	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.Relationship:44	1.0 16.0 0.24253562503633297
org.apache.commons.math.util.CompositeFormat:31	1.0 16.0 0.24253562503633297
org.apache.commons.math.util.CompositeFormat:54	1.0 16.0 0.24253562503633297
org.apache.commons.math.util.CompositeFormat:55	1.0 16.0 0.24253562503633297
org.apache.commons.math.util.CompositeFormat:56	1.0 16.0 0.24253562503633297
org.apache.commons.math.optimization.linear.SimplexTableau:145	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:161	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:170	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:260	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:261	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:262	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:264	0.0 12.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:433	0.0 15.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:512	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:516	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:522	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:523	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:558	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:559	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:560	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:569	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:570	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:571	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:172	0.0 6.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:308	0.0 2.0 0.0
org.apache.commons.math.optimization.linear.SimplexTableau:505	0.0 3.0 0.0
org.apache.commons.math.optimization.linear.SimplexSolver:177	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.SimplexSolver:168	0.0 2.0 0.0
org.apache.commons.math.optimization.linear.SimplexSolver:107	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:96	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:97	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:100	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:103	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:104	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1152	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1299	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1300	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1304	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1351	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1355	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1361	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1362	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1366	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1370	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1371	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1375	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:59	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:60	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:61	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1206	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1209	0.0 1.0 0.0
org.apache.commons.math.linear.ArrayRealVector:1210	0.0 1.0 0.0
org.apache.commons.math.optimization.RealPointValuePair:70	0.0 8.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:108	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:112	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:118	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:119	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:140	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:141	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction:142	0.0 1.0 0.0
