org.joda.time.IllegalFieldValueException:314	1.0 0.0 1.0
org.joda.time.chrono.BasicYearDateTimeField:128	1.0 964.0 0.03219113899898252
org.joda.time.chrono.BasicYearDateTimeField:129	1.0 964.0 0.03219113899898252
org.joda.time.chrono.BasicYearDateTimeField:133	1.0 964.0 0.03219113899898252
org.joda.time.chrono.BasicWeekyearDateTimeField:72	1.0 964.0 0.03219113899898252
org.joda.time.chrono.BasicWeekyearDateTimeField:75	1.0 964.0 0.03219113899898252
org.joda.time.field.BaseDateTimeField:886	1.0 964.0 0.03219113899898252
org.joda.time.field.BaseDateTimeField:887	1.0 964.0 0.03219113899898252
org.joda.time.field.BaseDateTimeField:888	1.0 964.0 0.03219113899898252
org.joda.time.field.BaseDateTimeField:890	1.0 964.0 0.03219113899898252
org.joda.time.chrono.BasicChronology:496	1.0 966.0 0.032157832069216574
org.joda.time.field.SkipDateTimeField:80	1.0 966.0 0.032157832069216574
org.joda.time.field.SkipDateTimeField:81	1.0 966.0 0.032157832069216574
org.joda.time.field.SkipDateTimeField:84	1.0 966.0 0.032157832069216574
org.joda.time.chrono.JulianChronology:211	1.0 967.0 0.03214121732666125
org.joda.time.chrono.JulianChronology:219	1.0 967.0 0.03214121732666125
org.joda.time.chrono.JulianChronology:221	1.0 967.0 0.03214121732666125
org.joda.time.chrono.JulianChronology:233	1.0 967.0 0.03214121732666125
org.joda.time.chrono.JulianChronology:237	1.0 967.0 0.03214121732666125
org.joda.time.chrono.JulianChronology:253	1.0 967.0 0.03214121732666125
org.joda.time.chrono.JulianChronology:261	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:128	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:133	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:134	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:140	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:144	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:145	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:146	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:154	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:155	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:162	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:168	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:173	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:179	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:181	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:189	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:191	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:200	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:204	1.0 967.0 0.03214121732666125
org.joda.time.field.DelegatedDateTimeField:96	1.0 967.0 0.03214121732666125
org.joda.time.chrono.BasicWeekyearDateTimeField:60	1.0 968.0 0.03212462831016178
org.joda.time.chrono.BasicChronology:327	1.0 968.0 0.03212462831016178
org.joda.time.chrono.BasicChronology:328	1.0 968.0 0.03212462831016178
org.joda.time.chrono.BasicChronology:329	1.0 968.0 0.03212462831016178
org.joda.time.chrono.BasicChronology:493	1.0 969.0 0.03210806495339678
org.joda.time.chrono.BasicChronology:494	1.0 969.0 0.03210806495339678
org.joda.time.chrono.BasicChronology:495	1.0 969.0 0.03210806495339678
org.joda.time.chrono.BasicWeekyearDateTimeField:237	1.0 970.0 0.032091527190284
org.joda.time.chrono.BasicChronology:185	1.0 970.0 0.032091527190284
org.joda.time.chrono.BasicChronology:540	1.0 971.0 0.032075014954979206
org.joda.time.chrono.BasicChronology:344	1.0 973.0 0.032042066805600074
org.joda.time.chrono.BasicChronology:537	1.0 973.0 0.032042066805600074
org.joda.time.chrono.BasicChronology:539	1.0 973.0 0.032042066805600074
org.joda.time.chrono.BasicWeekyearDateTimeField:234	1.0 974.0 0.03202563076101743
org.joda.time.chrono.BasicWeekyearDateTimeField:235	1.0 974.0 0.03202563076101743
org.joda.time.chrono.BasicWeekyearDateTimeField:236	1.0 974.0 0.03202563076101743
org.joda.time.chrono.BasicWeekyearDateTimeField:239	1.0 974.0 0.03202563076101743
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:65	1.0 974.0 0.03202563076101743
org.joda.time.field.PreciseDurationDateTimeField:163	1.0 974.0 0.03202563076101743
org.joda.time.field.BaseDateTimeField:792	1.0 975.0 0.032009219983223994
org.joda.time.chrono.GJDayOfWeekDateTimeField:103	1.0 976.0 0.031992834407549194
org.joda.time.chrono.GJDayOfWeekDateTimeField:112	1.0 976.0 0.031992834407549194
org.joda.time.chrono.BasicChronology:508	1.0 977.0 0.03197647396955397
org.joda.time.DateTimeUtils:272	1.0 977.0 0.03197647396955397
org.joda.time.DateTimeUtils:269	1.0 978.0 0.03196013860502966
org.joda.time.chrono.BasicChronology:339	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:340	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:342	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:516	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:517	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:520	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:521	1.0 979.0 0.031943828249996996
org.joda.time.chrono.BasicChronology:524	1.0 979.0 0.031943828249996996
org.joda.time.chrono.JulianChronology:50	1.0 980.0 0.031927542840705044
org.joda.time.chrono.BasicChronology:153	1.0 982.0 0.03189504660547484
org.joda.time.chrono.BasicChronology:157	1.0 982.0 0.03189504660547484
org.joda.time.chrono.BasicChronology:159	1.0 982.0 0.03189504660547484
org.joda.time.field.PreciseDurationDateTimeField:95	1.0 983.0 0.03187883565316691
org.joda.time.field.PreciseDurationDateTimeField:96	1.0 983.0 0.03187883565316691
org.joda.time.field.PreciseDateTimeField:82	1.0 987.0 0.031814238148788886
org.joda.time.chrono.BasicChronology:554	1.0 993.0 0.03171807398477756
org.joda.time.Instant:118	1.0 1010.0 0.031450273186121945
org.joda.time.Instant:119	1.0 1010.0 0.031450273186121945
org.joda.time.Instant:120	1.0 1010.0 0.031450273186121945
org.joda.time.Instant:256	1.0 1022.0 0.03126526997403612
org.joda.time.chrono.JulianChronology:71	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:74	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:75	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:114	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:125	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:129	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:130	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:131	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:132	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:133	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:136	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:140	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:141	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:142	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:143	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:149	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:151	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:152	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:162	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:163	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:241	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:245	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:249	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:257	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:265	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:266	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:268	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:269	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.JulianChronology:271	1.0 1040.0 0.030993786368687184
org.joda.time.chrono.BasicWeekyearDateTimeField:224	1.0 1153.0 0.029437240470473185
org.joda.time.field.SkipDateTimeField:54	1.0 1153.0 0.029437240470473185
org.joda.time.field.SkipDateTimeField:55	1.0 1153.0 0.029437240470473185
org.joda.time.field.DelegatedDateTimeField:196	1.0 1153.0 0.029437240470473185
org.joda.time.field.SkipDateTimeField:65	1.0 1154.0 0.029424494316824982
org.joda.time.field.SkipDateTimeField:66	1.0 1154.0 0.029424494316824982
org.joda.time.field.SkipDateTimeField:67	1.0 1154.0 0.029424494316824982
org.joda.time.field.SkipDateTimeField:68	1.0 1154.0 0.029424494316824982
org.joda.time.field.SkipDateTimeField:69	1.0 1154.0 0.029424494316824982
org.joda.time.field.SkipDateTimeField:75	1.0 1154.0 0.029424494316824982
org.joda.time.field.SkipDateTimeField:76	1.0 1154.0 0.029424494316824982
org.joda.time.field.DelegatedDateTimeField:212	1.0 1154.0 0.029424494316824982
org.joda.time.field.DelegatedDateTimeField:52	1.0 1156.0 0.029399051601892736
org.joda.time.field.DelegatedDateTimeField:53	1.0 1156.0 0.029399051601892736
org.joda.time.field.DelegatedDateTimeField:62	1.0 1156.0 0.029399051601892736
org.joda.time.field.DelegatedDateTimeField:63	1.0 1156.0 0.029399051601892736
org.joda.time.field.DelegatedDateTimeField:66	1.0 1156.0 0.029399051601892736
org.joda.time.field.DelegatedDateTimeField:67	1.0 1156.0 0.029399051601892736
org.joda.time.field.DelegatedDateTimeField:68	1.0 1156.0 0.029399051601892736
org.joda.time.field.PreciseDurationDateTimeField:92	1.0 1174.0 0.02917299829957891
org.joda.time.chrono.BasicYearDateTimeField:115	1.0 1191.0 0.028964222318174613
org.joda.time.chrono.BasicChronology:167	1.0 1209.0 0.02874797872880345
org.joda.time.chrono.BasicChronology:172	1.0 1209.0 0.02874797872880345
org.joda.time.chrono.BasicChronology:173	1.0 1209.0 0.02874797872880345
org.joda.time.chrono.BasicChronology:174	1.0 1209.0 0.02874797872880345
org.joda.time.chrono.BasicChronology:175	1.0 1209.0 0.02874797872880345
org.joda.time.chrono.BasicChronology:177	1.0 1209.0 0.02874797872880345
org.joda.time.chrono.GregorianChronology:213	1.0 1214.0 0.02868876552746235
org.joda.time.chrono.BasicChronology:435	1.0 1275.0 0.027994625547792716
org.joda.time.chrono.BasicMonthOfYearDateTimeField:72	1.0 1275.0 0.027994625547792716
org.joda.time.chrono.GJDayOfWeekDateTimeField:56	1.0 1317.0 0.027544969439561987
org.joda.time.chrono.BasicChronology:534	1.0 1325.0 0.027461751819054487
org.joda.time.field.PreciseDurationDateTimeField:78	1.0 1393.0 0.026783579200279007
org.joda.time.field.PreciseDurationDateTimeField:80	1.0 1393.0 0.026783579200279007
org.joda.time.base.BaseDateTime:252	1.0 1398.0 0.02673567435205868
org.joda.time.base.BaseDateTime:253	1.0 1398.0 0.02673567435205868
org.joda.time.base.BaseDateTime:254	1.0 1398.0 0.02673567435205868
org.joda.time.chrono.BasicGJChronology:175	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicGJChronology:176	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicGJChronology:177	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicGJChronology:179	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicGJChronology:195	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicGJChronology:196	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicGJChronology:198	1.0 1400.0 0.02671658425726324
org.joda.time.chrono.BasicChronology:485	1.0 1401.0 0.026707054531881675
org.joda.time.chrono.BasicChronology:486	1.0 1401.0 0.026707054531881675
org.joda.time.chrono.BasicChronology:551	1.0 1413.0 0.026593487520457093
org.joda.time.field.FieldUtils:219	1.0 1440.0 0.02634316848869161
org.joda.time.field.FieldUtils:214	1.0 1441.0 0.026334032657486166
org.joda.time.chrono.BasicChronology:605	1.0 1461.0 0.026153289048297074
org.joda.time.chrono.BasicChronology:606	1.0 1461.0 0.026153289048297074
org.joda.time.field.FieldUtils:237	1.0 1463.0 0.026135418674465834
org.joda.time.chrono.BasicChronology:603	1.0 1463.0 0.026135418674465834
org.joda.time.chrono.BasicChronology:604	1.0 1463.0 0.026135418674465834
org.joda.time.chrono.BasicChronology:682	1.0 1463.0 0.026135418674465834
org.joda.time.field.FieldUtils:232	1.0 1464.0 0.026126497213658208
org.joda.time.chrono.BasicGJChronology:123	1.0 1497.0 0.02583711946644009
org.joda.time.field.PreciseDateTimeField:79	1.0 1505.0 0.025768403601503658
org.joda.time.chrono.BasicChronology:448	1.0 1526.0 0.02559060076303854
org.joda.time.chrono.BasicChronology:449	1.0 1526.0 0.02559060076303854
org.joda.time.chrono.BasicChronology:450	1.0 1526.0 0.02559060076303854
org.joda.time.chrono.BasicDayOfMonthDateTimeField:47	1.0 1526.0 0.02559060076303854
org.joda.time.chrono.BasicGJChronology:142	1.0 1527.0 0.02558222550483254
org.joda.time.chrono.BasicGJChronology:120	1.0 1530.0 0.02555714898303573
org.joda.time.chrono.BasicYearDateTimeField:54	1.0 1532.0 0.025540472211939846
org.joda.time.chrono.BasicChronology:468	1.0 1540.0 0.025474090105633382
org.joda.time.chrono.BasicChronology:469	1.0 1540.0 0.025474090105633382
org.joda.time.chrono.BasicChronology:470	1.0 1540.0 0.025474090105633382
org.joda.time.chrono.GregorianChronology:221	1.0 1541.0 0.02546582868491811
org.joda.time.chrono.BasicGJChronology:88	1.0 1555.0 0.02535100632816969
org.joda.time.chrono.BasicGJChronology:93	1.0 1555.0 0.02535100632816969
org.joda.time.chrono.GregorianChronology:233	1.0 1559.0 0.025318484177091666
org.joda.time.chrono.GregorianChronology:241	1.0 1559.0 0.025318484177091666
org.joda.time.chrono.BasicGJChronology:139	1.0 1560.0 0.025310373177627687
org.joda.time.chrono.BasicChronology:399	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:400	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:401	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:404	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:406	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:407	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:409	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:411	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.BasicChronology:428	1.0 1561.0 0.025302269968462875
org.joda.time.chrono.GregorianChronology:202	1.0 1575.0 0.02518963609299392
org.joda.time.chrono.GregorianChronology:203	1.0 1575.0 0.02518963609299392
org.joda.time.chrono.GregorianChronology:211	1.0 1575.0 0.02518963609299392
org.joda.time.chrono.GregorianChronology:212	1.0 1575.0 0.02518963609299392
org.joda.time.chrono.GregorianChronology:217	1.0 1575.0 0.02518963609299392
org.joda.time.chrono.GregorianChronology:197	1.0 1587.0 0.02509428066142478
org.joda.time.chrono.BasicChronology:385	1.0 1619.0 0.024845199749997663
org.joda.time.chrono.BasicChronology:386	1.0 1619.0 0.024845199749997663
org.joda.time.chrono.BasicChronology:387	1.0 1619.0 0.024845199749997663
org.joda.time.base.BaseDateTime:270	1.0 1641.0 0.0246781968201642
org.joda.time.base.AbstractDateTime:51	1.0 1650.0 0.024610841494742634
org.joda.time.base.AbstractDateTime:52	1.0 1650.0 0.024610841494742634
org.joda.time.chrono.BasicChronology:360	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:738	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:739	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:740	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:741	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:743	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:770	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:771	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:772	1.0 1670.0 0.024463116021507716
org.joda.time.chrono.BasicChronology:773	1.0 1670.0 0.024463116021507716
org.joda.time.base.AbstractInstant:61	1.0 1710.0 0.024175473851486187
org.joda.time.base.AbstractInstant:62	1.0 1710.0 0.024175473851486187
org.joda.time.DateTimeUtils:255	1.0 1872.0 0.023106337435539137
org.joda.time.DateTimeUtils:82	1.0 1957.0 0.022599230735278437
org.joda.time.DateTimeUtils:83	1.0 1957.0 0.022599230735278437
org.joda.time.DateTimeUtils:84	1.0 1957.0 0.022599230735278437
org.joda.time.DateTimeUtils:414	1.0 1957.0 0.022599230735278437
org.joda.time.DateTimeUtils:415	1.0 1957.0 0.022599230735278437
org.joda.time.DateTimeUtils:416	1.0 1957.0 0.022599230735278437
org.joda.time.DateTimeUtils:68	1.0 1959.0 0.022587697572631283
org.joda.time.DateTimeUtils:69	1.0 1959.0 0.022587697572631283
org.joda.time.DateTimeUtils:70	1.0 1959.0 0.022587697572631283
org.joda.time.DateTimeUtils:129	1.0 1959.0 0.022587697572631283
org.joda.time.DateTimeUtils:130	1.0 1959.0 0.022587697572631283
org.joda.time.DateTimeUtils:133	1.0 1959.0 0.022587697572631283
org.joda.time.DateTimeZone:174	1.0 2006.0 0.022321651006080835
org.joda.time.DateTimeZone:181	1.0 2006.0 0.022321651006080835
org.joda.time.DateTimeZone:182	1.0 2006.0 0.022321651006080835
org.joda.time.DateTimeZone:183	1.0 2006.0 0.022321651006080835
org.joda.time.DateTimeZone:184	1.0 2006.0 0.022321651006080835
org.joda.time.DateTimeZone:175	1.0 2008.0 0.02231053741265801
org.joda.time.DateTimeUtils:252	1.0 2135.0 0.02163711612039577
org.joda.time.chrono.GJEraDateTimeField:127	1.0 2173.0 0.021447181650183562
org.joda.time.chrono.GJEraDateTimeField:131	1.0 2173.0 0.021447181650183562
org.joda.time.chrono.BasicWeekyearDateTimeField:208	1.0 2181.0 0.021407828990149706
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:58	1.0 2181.0 0.021407828990149706
org.joda.time.chrono.AssembledChronology:315	1.0 2181.0 0.021407828990149706
org.joda.time.chrono.BasicDayOfYearDateTimeField:56	1.0 2181.0 0.021407828990149706
org.joda.time.field.DecoratedDateTimeField:90	1.0 2181.0 0.021407828990149706
org.joda.time.field.RemainderDateTimeField:139	1.0 2181.0 0.021407828990149706
org.joda.time.field.BaseDurationField:55	1.0 2182.0 0.021402925123634755
