com.google.javascript.jscomp.NodeUtil:2465	5.0 11.0 0.472455591261534
com.google.javascript.jscomp.PureFunctionIdentifier:140	6.0 103.0 0.21721458427679896
com.google.javascript.jscomp.PureFunctionIdentifier:170	6.0 103.0 0.21721458427679896
com.google.javascript.jscomp.PureFunctionIdentifier:673	6.0 103.0 0.21721458427679896
com.google.javascript.rhino.JSDocInfoBuilder:353	6.0 103.0 0.21721458427679896
com.google.javascript.rhino.JSDocInfoBuilder:355	6.0 103.0 0.21721458427679896
com.google.javascript.jscomp.FunctionNames:160	6.0 104.0 0.21622499104693416
com.google.javascript.jscomp.PureFunctionIdentifier:512	6.0 105.0 0.21524880100025257
com.google.javascript.jscomp.PureFunctionIdentifier:513	6.0 105.0 0.21524880100025257
com.google.javascript.jscomp.PureFunctionIdentifier:91	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:94	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:95	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:96	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:97	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:108	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:109	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:111	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:112	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:114	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:116	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:117	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:259	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:260	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:268	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:302	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:403	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:610	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:611	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:621	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:625	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:921	6.0 106.0 0.21428571428571427
com.google.javascript.jscomp.PureFunctionIdentifier:775	6.0 106.0 0.21428571428571427
com.google.javascript.rhino.JSDocInfo:1148	6.0 106.0 0.21428571428571427
com.google.javascript.rhino.JSDocInfo:1149	6.0 106.0 0.21428571428571427
com.google.javascript.rhino.Node:933	4.0 48.0 0.20965696734438366
com.google.javascript.jscomp.NodeNameExtractor:54	6.0 114.0 0.20701966780270628
com.google.javascript.jscomp.PureFunctionIdentifier:344	5.0 82.0 0.20261022461827694
com.google.javascript.jscomp.FunctionNames:53	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:59	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:63	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:147	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:129	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:130	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:131	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:134	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:136	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:142	6.0 121.0 0.2012335412716613
com.google.javascript.jscomp.FunctionNames:122	6.0 121.0 0.2012335412716613
com.google.javascript.rhino.Node:929	4.0 56.0 0.19518001458970666
com.google.javascript.rhino.Node:1029	4.0 56.0 0.19518001458970666
com.google.javascript.jscomp.AnonymousFunctionNamingCallback:102	6.0 129.0 0.19518001458970663
com.google.javascript.jscomp.AnonymousFunctionNamingCallback:79	6.0 134.0 0.19166296949998196
com.google.javascript.jscomp.NodeUtil:2458	1.0 3.0 0.1889822365046136
com.google.javascript.jscomp.NodeUtil:2526	1.0 3.0 0.1889822365046136
com.google.javascript.jscomp.NodeUtil:2527	1.0 3.0 0.1889822365046136
com.google.javascript.jscomp.NodeNameExtractor:33	6.0 139.0 0.18832944617230335
com.google.javascript.jscomp.PureFunctionIdentifier:352	5.0 96.0 0.18804435361115038
com.google.javascript.jscomp.PureFunctionIdentifier:353	5.0 96.0 0.18804435361115038
com.google.javascript.jscomp.parsing.JsDocInfoParser:866	6.0 145.0 0.1845498755762595
com.google.javascript.jscomp.parsing.JsDocInfoParser:867	6.0 145.0 0.1845498755762595
com.google.javascript.jscomp.SimpleDefinitionFinder:164	6.0 146.0 0.18394180184548975
com.google.javascript.jscomp.PureFunctionIdentifier:501	5.0 102.0 0.1826960238104674
com.google.javascript.jscomp.PureFunctionIdentifier:130	5.0 103.0 0.181848241863327
com.google.javascript.jscomp.AnonymousFunctionNamingCallback:64	6.0 152.0 0.18041543379727912
com.google.javascript.rhino.jstype.UnknownType:190	6.0 167.0 0.17241664054142344
com.google.javascript.rhino.jstype.UnknownType:119	6.0 172.0 0.16997780990102204
com.google.javascript.rhino.jstype.UnknownType:136	6.0 187.0 0.16323886853728295
com.google.javascript.jscomp.PureFunctionIdentifier:347	4.0 82.0 0.16302782918784448
com.google.javascript.jscomp.PureFunctionIdentifier:315	2.0 20.0 0.16116459280507606
com.google.javascript.jscomp.PureFunctionIdentifier:316	2.0 20.0 0.16116459280507606
com.google.javascript.jscomp.NodeUtil:813	4.0 85.0 0.1602566160430008
com.google.javascript.jscomp.PureFunctionIdentifier:363	4.0 99.0 0.14896778454477175
com.google.javascript.jscomp.PureFunctionIdentifier:364	4.0 99.0 0.14896778454477175
com.google.javascript.jscomp.PureFunctionIdentifier:134	4.0 103.0 0.1461568190483739
com.google.javascript.jscomp.PureFunctionIdentifier:136	4.0 103.0 0.1461568190483739
com.google.javascript.jscomp.PureFunctionIdentifier:137	4.0 103.0 0.1461568190483739
com.google.javascript.jscomp.PureFunctionIdentifier:467	4.0 103.0 0.1461568190483739
com.google.javascript.jscomp.PureFunctionIdentifier:477	4.0 106.0 0.14414999403128942
com.google.javascript.rhino.jstype.UnknownType:69	6.0 260.0 0.13904693239779647
com.google.javascript.rhino.jstype.UnionTypeBuilder:107	6.0 260.0 0.13904693239779647
com.google.javascript.jscomp.NodeTraversal:511	6.0 265.0 0.1377582397915608
com.google.javascript.jscomp.NodeUtil:742	3.0 68.0 0.13456839120487699
com.google.javascript.jscomp.PureFunctionIdentifier:168	2.0 30.0 0.1336306209562122
com.google.javascript.jscomp.NodeUtil:773	4.0 127.0 0.1320916373367653
com.google.javascript.jscomp.NodeUtil:754	4.0 129.0 0.13109470506889243
com.google.javascript.jscomp.NodeUtil:760	4.0 129.0 0.13109470506889243
com.google.javascript.jscomp.NodeUtil:766	4.0 129.0 0.13109470506889243
com.google.javascript.rhino.Node:2186	4.0 129.0 0.13109470506889243
com.google.javascript.jscomp.NodeUtil:724	6.0 305.0 0.12859439390671423
com.google.javascript.jscomp.PureFunctionIdentifier:272	2.0 33.0 0.12777531299998798
com.google.javascript.jscomp.SimpleDefinitionFinder:195	6.0 310.0 0.12757297666876868
com.google.javascript.rhino.Token:312	6.0 314.0 0.1267731382092775
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:72	6.0 335.0 0.1228075425250719
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:73	6.0 335.0 0.1228075425250719
com.google.javascript.jscomp.NodeUtil:828	6.0 345.0 0.12104550653376049
com.google.javascript.jscomp.NodeUtil:823	6.0 350.0 0.12019246203225059
com.google.javascript.jscomp.NodeUtil:2450	1.0 9.0 0.11952286093343936
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:70	6.0 362.0 0.11821656093586509
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:71	6.0 362.0 0.11821656093586509
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:74	6.0 362.0 0.11821656093586509
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:75	6.0 362.0 0.11821656093586509
com.google.javascript.jscomp.CodeGenerator:596	6.0 375.0 0.1161822392231753
com.google.javascript.jscomp.CodeGenerator:597	6.0 375.0 0.1161822392231753
com.google.javascript.jscomp.CodeGenerator:602	6.0 375.0 0.1161822392231753
com.google.javascript.jscomp.CodeGenerator:605	6.0 375.0 0.1161822392231753
com.google.javascript.jscomp.CodeGenerator:608	6.0 375.0 0.1161822392231753
com.google.javascript.jscomp.CodeGenerator:609	6.0 375.0 0.1161822392231753
com.google.javascript.jscomp.CodeGenerator:834	4.0 170.0 0.11461365101225056
com.google.javascript.jscomp.CodeGenerator:835	4.0 170.0 0.11461365101225056
com.google.javascript.jscomp.CodeGenerator:836	4.0 170.0 0.11461365101225056
com.google.javascript.jscomp.CodeGenerator:1109	4.0 170.0 0.11461365101225056
com.google.javascript.jscomp.PureFunctionIdentifier:785	1.0 10.0 0.11396057645963795
com.google.javascript.jscomp.graph.LinkedDirectedGraph:52	6.0 412.0 0.11092107999698035
com.google.javascript.jscomp.NodeUtil:830	6.0 418.0 0.11013346473215285
com.google.javascript.jscomp.SimpleDefinitionFinder:249	6.0 431.0 0.1084829563310219
com.google.javascript.jscomp.SimpleDefinitionFinder:251	6.0 431.0 0.1084829563310219
com.google.javascript.jscomp.SimpleDefinitionFinder:252	6.0 431.0 0.1084829563310219
com.google.javascript.jscomp.TypedScopeCreator:344	6.0 462.0 0.10482848367219183
com.google.javascript.jscomp.TypedScopeCreator:345	6.0 462.0 0.10482848367219183
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:105	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:106	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:112	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:113	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:115	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:117	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:118	6.0 464.0 0.104605206563161
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:53	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:54	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:55	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:62	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:94	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:95	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:99	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:102	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:104	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:107	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:126	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:128	6.0 491.0 0.10172414213090171
com.google.javascript.jscomp.TypedScopeCreator:842	6.0 495.0 0.10131724393151706
com.google.javascript.jscomp.NodeUtil:816	6.0 523.0 0.09859942774153754
com.google.javascript.jscomp.NodeUtil:808	6.0 536.0 0.09740978552093511
com.google.javascript.jscomp.NodeUtil:812	6.0 536.0 0.09740978552093511
com.google.javascript.jscomp.graph.LinkedDirectedGraph:268	6.0 536.0 0.09740978552093511
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:245	7.0 740.0 0.09680297825858594
com.google.javascript.jscomp.DefinitionsRemover:55	6.0 551.0 0.09608921220261091
com.google.javascript.jscomp.NodeUtil:948	6.0 554.0 0.09583148474999098
com.google.javascript.jscomp.DefinitionsRemover:293	6.0 554.0 0.09583148474999098
com.google.javascript.jscomp.NodeUtil:789	6.0 582.0 0.09352195295828244
com.google.javascript.jscomp.NodeUtil:745	6.0 584.0 0.09336330661342157
com.google.javascript.jscomp.NodeUtil:748	6.0 584.0 0.09336330661342157
com.google.javascript.jscomp.NodeUtil:736	6.0 593.0 0.09265925822596942
com.google.javascript.jscomp.NodeUtil:741	6.0 593.0 0.09265925822596942
com.google.javascript.jscomp.SimpleDefinitionFinder:86	4.0 263.0 0.092524200411845
com.google.javascript.jscomp.DefinitionsRemover:47	6.0 647.0 0.08874535678259655
com.google.javascript.rhino.jstype.UnknownType:155	6.0 687.0 0.0861460984507896
com.google.javascript.rhino.jstype.UnknownType:160	6.0 716.0 0.08439828691971298
com.google.javascript.rhino.jstype.UnknownType:79	2.0 82.0 0.08247860988423225
com.google.javascript.jscomp.NodeUtil:1733	6.0 751.0 0.0824241145959014
com.google.javascript.jscomp.NodeUtil:1106	6.0 763.0 0.08177848495719918
com.google.javascript.jscomp.NodeUtil:2114	6.0 769.0 0.08146130799625567
com.google.javascript.jscomp.NodeUtil:2117	6.0 769.0 0.08146130799625567
com.google.javascript.jscomp.NodeUtil:2118	6.0 769.0 0.08146130799625567
com.google.javascript.jscomp.NodeUtil:2119	6.0 769.0 0.08146130799625567
com.google.javascript.jscomp.NodeUtil:2122	6.0 769.0 0.08146130799625567
com.google.javascript.jscomp.TypeCheck:1375	6.0 789.0 0.08043011062666637
com.google.javascript.jscomp.DefinitionsRemover:49	6.0 813.0 0.07924288517503272
com.google.javascript.jscomp.NodeUtil:2139	6.0 815.0 0.07914630636379592
com.google.javascript.jscomp.NodeUtil:2141	6.0 815.0 0.07914630636379592
com.google.javascript.jscomp.DefaultCodingConvention:145	6.0 823.0 0.07876349248044234
com.google.javascript.jscomp.NodeUtil:304	3.0 206.0 0.07843304784240031
com.google.javascript.jscomp.NodeUtil:307	3.0 206.0 0.07843304784240031
com.google.javascript.jscomp.NodeUtil:1432	6.0 840.0 0.07796811755854505
com.google.javascript.jscomp.NodeUtil:293	7.0 1150.0 0.07778257931976326
com.google.javascript.jscomp.CodeGenerator:927	4.0 379.0 0.07725232952480189
com.google.javascript.jscomp.CodeGenerator:928	4.0 379.0 0.07725232952480189
com.google.javascript.jscomp.CodeGenerator:929	4.0 379.0 0.07725232952480189
com.google.javascript.jscomp.CodeGenerator:617	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.CodeGenerator:623	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.CodeGenerator:624	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.CodeGenerator:908	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.CodeGenerator:911	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.CodeGenerator:920	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.CodeGenerator:932	4.0 380.0 0.07715167498104596
com.google.javascript.jscomp.UseSite:32	6.0 863.0 0.07692939945437624
com.google.javascript.jscomp.UseSite:33	6.0 863.0 0.07692939945437624
com.google.javascript.jscomp.UseSite:34	6.0 863.0 0.07692939945437624
com.google.javascript.jscomp.UseSite:35	6.0 863.0 0.07692939945437624
com.google.javascript.jscomp.UseSite:41	6.0 863.0 0.07692939945437624
com.google.javascript.jscomp.NodeUtil:2210	6.0 874.0 0.07644707871564384
com.google.javascript.jscomp.TypeCheck:843	6.0 882.0 0.07610194341477615
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:119	4.0 391.0 0.0760698261128964
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:120	4.0 391.0 0.0760698261128964
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:123	4.0 391.0 0.0760698261128964
com.google.javascript.jscomp.NodeUtil:2204	6.0 886.0 0.07593111953288306
com.google.javascript.jscomp.NodeUtil:2200	6.0 888.0 0.0758461378391797
com.google.javascript.rhino.Token:273	6.0 888.0 0.0758461378391797
com.google.javascript.jscomp.NodeUtil:2196	6.0 893.0 0.07563492568354839
com.google.javascript.rhino.jstype.ObjectType:282	6.0 896.0 0.07550904222484231
com.google.javascript.jscomp.TypedScopeCreator:304	6.0 906.0 0.07509392614826384
com.google.javascript.jscomp.NodeTraversal:510	6.0 917.0 0.07464511300705866
com.google.javascript.jscomp.DefinitionSite:40	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.DefinitionSite:41	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.DefinitionSite:42	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.DefinitionSite:43	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.DefinitionSite:44	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.DefinitionSite:45	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.DefinitionSite:46	6.0 921.0 0.07448389227238587
com.google.javascript.jscomp.SimpleDefinitionFinder:141	6.0 927.0 0.07424400793831824
com.google.javascript.jscomp.CodeGenerator:961	4.0 412.0 0.07412493166611012
com.google.javascript.jscomp.CodeGenerator:962	4.0 412.0 0.07412493166611012
com.google.javascript.jscomp.CodeGenerator:963	4.0 412.0 0.07412493166611012
com.google.javascript.jscomp.CodeGenerator:1015	4.0 412.0 0.07412493166611012
com.google.javascript.jscomp.CodeGenerator:1016	4.0 412.0 0.07412493166611012
com.google.javascript.jscomp.SimpleDefinitionFinder:53	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:54	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:55	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:80	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:138	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:139	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:148	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.SimpleDefinitionFinder:163	6.0 931.0 0.07408536671444367
com.google.javascript.jscomp.DefinitionsRemover:41	6.0 936.0 0.07388848790049787
com.google.javascript.jscomp.DefinitionsRemover:48	6.0 936.0 0.07388848790049787
com.google.javascript.jscomp.PureFunctionIdentifier:131	2.0 103.0 0.07377111135633176
com.google.javascript.jscomp.PureFunctionIdentifier:132	2.0 103.0 0.07377111135633176
com.google.javascript.jscomp.ClosureCodingConvention:263	6.0 956.0 0.07311638219992389
com.google.javascript.jscomp.NodeUtil:1092	6.0 965.0 0.07277674297522188
com.google.javascript.jscomp.PureFunctionIdentifier:263	2.0 106.0 0.07273929674533079
com.google.javascript.jscomp.PureFunctionIdentifier:881	2.0 106.0 0.07273929674533079
com.google.javascript.jscomp.PureFunctionIdentifier:882	2.0 106.0 0.07273929674533079
com.google.javascript.jscomp.PureFunctionIdentifier:883	2.0 106.0 0.07273929674533079
com.google.javascript.jscomp.PureFunctionIdentifier:889	2.0 106.0 0.07273929674533079
com.google.javascript.jscomp.PureFunctionIdentifier:890	2.0 106.0 0.07273929674533079
com.google.javascript.jscomp.NodeUtil:767	2.0 107.0 0.07240486142559965
com.google.javascript.jscomp.NodeUtil:768	2.0 107.0 0.07240486142559965
com.google.javascript.rhino.jstype.FunctionType:215	6.0 988.0 0.07192983071114478
com.google.javascript.jscomp.CodeGenerator:827	6.0 997.0 0.0716063874155165
com.google.javascript.jscomp.CodeGenerator:828	6.0 997.0 0.0716063874155165
com.google.javascript.jscomp.NodeUtil:2452	1.0 27.0 0.07142857142857142
com.google.javascript.jscomp.NodeUtil:312	6.0 1004.0 0.07135781502544128
com.google.javascript.jscomp.NodeTraversal:513	5.0 726.0 0.06989760511142483
com.google.javascript.jscomp.NodeUtil:1167	6.0 1059.0 0.06949081840832176
com.google.javascript.jscomp.CodeGenerator:440	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:443	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:446	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:447	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:450	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:451	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:454	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:455	6.0 1085.0 0.06865779555067453
com.google.javascript.jscomp.CodeGenerator:456	6.0 1085.0 0.06865779555067453
com.google.javascript.rhino.jstype.FunctionType:197	6.0 1094.0 0.06837634587578277
com.google.javascript.jscomp.MemoizedScopeCreator:56	4.0 500.0 0.06734350297014739
com.google.javascript.jscomp.CodeGenerator:436	3.0 307.0 0.06440081861116377
com.google.javascript.jscomp.CodeGenerator:437	3.0 307.0 0.06440081861116377
com.google.javascript.jscomp.NodeUtil:1099	6.0 1294.0 0.0628970902033151
com.google.javascript.jscomp.NodeUtil:1632	6.0 1296.0 0.06284876358057999
com.google.javascript.jscomp.TypeInference:518	6.0 1374.0 0.06104676956673598
com.google.javascript.jscomp.TypeInference:519	6.0 1374.0 0.06104676956673598
com.google.javascript.rhino.Token:313	4.0 665.0 0.058451803069572913
com.google.javascript.jscomp.NodeTraversal:407	6.0 1503.0 0.05837912891108368
com.google.javascript.jscomp.CodeGenerator:505	6.0 1509.0 0.05826341199074591
com.google.javascript.jscomp.CodeGenerator:513	6.0 1509.0 0.05826341199074591
com.google.javascript.jscomp.CodeGenerator:514	6.0 1509.0 0.05826341199074591
com.google.javascript.jscomp.CodeGenerator:515	6.0 1509.0 0.05826341199074591
com.google.javascript.jscomp.CodeGenerator:516	6.0 1509.0 0.05826341199074591
com.google.javascript.jscomp.CodeGenerator:718	6.0 1509.0 0.05826341199074591
com.google.javascript.jscomp.ClosureCodingConvention:236	6.0 1572.0 0.057088512996333475
com.google.javascript.jscomp.FunctionTypeBuilder:641	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:70	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:71	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:76	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:77	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:102	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:103	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:104	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:122	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:123	6.0 1610.0 0.05641330608334511
com.google.javascript.rhino.jstype.FunctionBuilder:116	6.0 1628.0 0.0561017236116809
com.google.javascript.rhino.jstype.FunctionBuilder:117	6.0 1628.0 0.0561017236116809
com.google.javascript.jscomp.NodeUtil:1125	6.0 1647.0 0.05577836804457764
com.google.javascript.jscomp.NodeUtil:1637	6.0 1662.0 0.05552699962688633
