org.apache.commons.lang3.time.FastDateParser:180	1.0 0.0 0.7071067811865475
org.apache.commons.lang3.time.FastDateParser:106	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:107	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:108	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:109	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:116	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:118	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:120	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:121	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:123	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:124	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:128	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:129	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:131	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:132	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:133	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:134	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:136	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:137	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:138	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:139	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:141	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:142	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:143	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:144	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:147	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:148	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:149	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:150	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:494	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:544	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:727	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:731	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:733	1.0 68.0 0.08512565307587486
org.apache.commons.lang3.time.FastDateParser:76	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:79	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:366	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:535	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:754	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:842	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:843	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:844	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:845	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:847	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:853	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:854	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:855	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:856	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:857	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:858	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:859	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:860	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:866	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:872	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:873	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:874	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:875	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:710	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:711	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:712	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:655	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:656	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:657	1.0 69.0 0.08451542547285165
org.apache.commons.lang3.time.FastDateParser:317	0.0 49.0 0.0
org.apache.commons.lang3.time.FastDateParser:338	0.0 51.0 0.0
org.apache.commons.lang3.time.FastDateParser:401	0.0 42.0 0.0
org.apache.commons.lang3.time.FastDateParser:402	0.0 42.0 0.0
org.apache.commons.lang3.time.FastDateParser:546	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDateParser:547	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDateParser:561	0.0 44.0 0.0
org.apache.commons.lang3.time.FastDateParser:571	0.0 45.0 0.0
org.apache.commons.lang3.time.FastDateParser:575	0.0 62.0 0.0
org.apache.commons.lang3.time.FastDateParser:581	0.0 49.0 0.0
org.apache.commons.lang3.time.FastDateParser:583	0.0 47.0 0.0
org.apache.commons.lang3.time.FastDateParser:587	0.0 67.0 0.0
org.apache.commons.lang3.time.FastDateParser:591	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:592	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:593	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:594	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:595	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:599	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:502	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:398	0.0 14.0 0.0
org.apache.commons.lang3.time.FastDateParser:399	0.0 14.0 0.0
org.apache.commons.lang3.time.FastDateParser:573	0.0 14.0 0.0
org.apache.commons.lang3.time.FastDateParser:577	0.0 13.0 0.0
org.apache.commons.lang3.time.FastDateParser:553	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateParser:268	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:567	0.0 9.0 0.0
org.apache.commons.lang3.time.FastDateParser:209	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDateParser:388	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:390	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:391	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:392	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:393	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:415	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:416	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:417	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:418	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:419	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:422	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:423	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:424	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:482	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:483	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:484	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:559	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateParser:563	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:579	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:318	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:321	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:557	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:569	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:585	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:233	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:234	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:235	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:193	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:194	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:196	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:197	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:219	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:159	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:175	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:167	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:760	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateParser:761	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateParser:762	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:764	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateParser:765	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateParser:863	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateParser:869	0.0 7.0 0.0
org.apache.commons.lang3.time.FastDateParser:623	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:719	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:728	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateParser:750	0.0 17.0 0.0
org.apache.commons.lang3.time.FastDateParser:774	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:780	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:781	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:782	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:783	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:785	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:786	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:787	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:788	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:789	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:790	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:793	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:794	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:795	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:796	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:797	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:798	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:799	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:800	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:807	0.0 33.0 0.0
org.apache.commons.lang3.time.FastDateParser:815	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:816	0.0 48.0 0.0
org.apache.commons.lang3.time.FastDateParser:825	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDateParser:826	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDateParser:837	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDateParser:838	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDateParser:828	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateParser:829	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:88	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDateFormat:119	0.0 37.0 0.0
org.apache.commons.lang3.time.FastDateFormat:148	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDateFormat:368	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDateFormat:369	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDateFormat:370	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDateFormat:371	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDateFormat:165	0.0 9.0 0.0
org.apache.commons.lang3.time.FastDateFormat:409	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDateFormat:420	0.0 28.0 0.0
org.apache.commons.lang3.time.FastDateFormat:500	0.0 9.0 0.0
org.apache.commons.lang3.time.FastDateFormat:522	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDateFormat:106	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDateFormat:512	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDateFormat:134	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:180	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDateFormat:195	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDateFormat:305	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateFormat:321	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDateFormat:548	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDateFormat:551	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDateFormat:553	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDateFormat:211	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:227	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:242	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:257	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:273	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:289	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:338	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:355	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:386	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:488	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDateFormat:91	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:136	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:137	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:138	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:139	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:141	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:142	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:148	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:149	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:151	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:152	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:153	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:156	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:157	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:168	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:169	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:171	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:172	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:173	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:174	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:175	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:176	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:178	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:179	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:181	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:182	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:183	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:184	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:186	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:187	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:192	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:194	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:199	0.0 45.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:202	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:204	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:206	0.0 45.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:208	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:209	0.0 33.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:210	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:211	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:217	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:218	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:223	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:224	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:226	0.0 40.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:227	0.0 40.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:229	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:230	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:235	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:236	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:266	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:267	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:269	0.0 33.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:271	0.0 33.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:273	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:274	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:275	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:277	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:279	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:284	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:287	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:298	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:300	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:301	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:303	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:304	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:307	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:309	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:310	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:311	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:312	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:313	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:317	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:320	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:322	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:324	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:325	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:327	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:328	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:333	0.0 35.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:335	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:337	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:338	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:340	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:345	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:346	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:357	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:361	0.0 44.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:363	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1067	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:213	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:215	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:359	0.0 10.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:405	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:406	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:407	0.0 30.0 0.0
