org.joda.time.DateTimeZone:280	1.0 0.0 1.0
org.joda.time.format.DateTimeFormatterBuilder:2376	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2379	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2380	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2381	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2385	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2444	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2445	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2453	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2454	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2455	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2456	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2457	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2460	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2462	1.0 91.0 0.10425720702853739
org.joda.time.format.FormatUtils:352	1.0 91.0 0.10425720702853739
org.joda.time.format.FormatUtils:353	1.0 91.0 0.10425720702853739
org.joda.time.format.DateTimeFormatterBuilder:2306	1.0 96.0 0.10153461651336192
org.joda.time.format.DateTimeFormatterBuilder:2307	1.0 96.0 0.10153461651336192
org.joda.time.field.FieldUtils:119	1.0 97.0 0.10101525445522107
org.joda.time.field.FieldUtils:120	1.0 97.0 0.10101525445522107
org.joda.time.field.FieldUtils:123	1.0 97.0 0.10101525445522107
org.joda.time.DateTimeZone:656	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:664	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:665	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:666	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:668	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:669	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:670	1.0 101.0 0.09901475429766744
org.joda.time.DateTimeZone:671	1.0 101.0 0.09901475429766744
org.joda.time.format.DateTimeParserBucket:195	1.0 128.0 0.08804509063256238
org.joda.time.format.DateTimeParserBucket:196	1.0 128.0 0.08804509063256238
org.joda.time.format.DateTimeParserBucket:197	1.0 128.0 0.08804509063256238
org.joda.time.format.DateTimeParserBucket:381	1.0 128.0 0.08804509063256238
org.joda.time.format.DateTimeFormatterBuilder:2301	1.0 138.0 0.08481889296799709
org.joda.time.format.DateTimeFormatter:747	1.0 154.0 0.08032193289024989
org.joda.time.format.DateTimeFormatterBuilder:2278	1.0 175.0 0.07537783614444091
org.joda.time.format.DateTimeFormatterBuilder:2281	1.0 175.0 0.07537783614444091
org.joda.time.format.DateTimeFormatter:746	1.0 184.0 0.07352146220938077
org.joda.time.format.DateTimeFormatter:740	1.0 222.0 0.06696495301824251
org.joda.time.format.DateTimeFormatter:742	1.0 222.0 0.06696495301824251
org.joda.time.format.DateTimeFormatter:743	1.0 222.0 0.06696495301824251
org.joda.time.format.DateTimeFormatter:744	1.0 222.0 0.06696495301824251
org.joda.time.format.DateTimeFormatter:745	1.0 222.0 0.06696495301824251
org.joda.time.format.DateTimeParserBucket:369	1.0 295.0 0.05812381937190964
org.joda.time.format.DateTimeParserBucket:394	1.0 307.0 0.05698028822981897
org.joda.time.format.DateTimeParserBucket:345	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:346	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:347	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:351	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:352	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:363	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:365	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:368	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:378	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:380	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:416	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:419	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:427	1.0 309.0 0.05679618342470648
org.joda.time.format.DateTimeParserBucket:73	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:120	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:121	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:122	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:123	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:124	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:125	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:126	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:127	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeParserBucket:128	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeFormatter:925	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeFormatter:926	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeFormatter:929	1.0 350.0 0.05337605126836238
org.joda.time.format.DateTimeFormatter:134	1.0 478.0 0.04569116623849538
org.joda.time.format.DateTimeFormatter:135	1.0 478.0 0.04569116623849538
org.joda.time.format.DateTimeFormatterBuilder:1091	1.0 581.0 0.041451333614483915
org.joda.time.format.DateTimeFormatterBuilder:2121	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2122	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2123	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2124	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2125	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2128	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2132	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2133	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatterBuilder:2134	1.0 585.0 0.04130961923860138
org.joda.time.format.DateTimeFormatter:940	1.0 711.0 0.03747658444979307
org.joda.time.format.DateTimeFormatter:944	1.0 711.0 0.03747658444979307
org.joda.time.format.DateTimeFormatter:947	1.0 711.0 0.03747658444979307
org.joda.time.format.FormatUtils:31	1.0 804.0 0.035245368842512066
org.joda.time.format.DateTimeFormatterBuilder:1169	1.0 858.0 0.03411955969674702
org.joda.time.format.DateTimeFormatterBuilder:1179	1.0 858.0 0.03411955969674702
org.joda.time.format.DateTimeFormatterBuilder:1142	1.0 863.0 0.034020690871988585
org.joda.time.format.DateTimeFormatterBuilder:1143	1.0 863.0 0.034020690871988585
org.joda.time.format.DateTimeFormatterBuilder:1145	1.0 863.0 0.034020690871988585
org.joda.time.format.DateTimeFormatterBuilder:1146	1.0 863.0 0.034020690871988585
org.joda.time.format.DateTimeFormatterBuilder:1147	1.0 863.0 0.034020690871988585
org.joda.time.format.DateTimeFormatterBuilder:108	1.0 992.0 0.03173404079876884
org.joda.time.format.DateTimeFormatterBuilder:112	1.0 993.0 0.03171807398477756
org.joda.time.format.DateTimeFormatterBuilder:105	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:106	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:107	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:110	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:111	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:114	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:115	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:109	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:110	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:111	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:112	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:113	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:114	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:115	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:116	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:117	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatter:118	1.0 994.0 0.031702131247412065
org.joda.time.format.DateTimeFormatterBuilder:1165	1.0 1000.0 0.0316069770620507
org.joda.time.format.DateTimeFormatterBuilder:1166	1.0 1000.0 0.0316069770620507
org.joda.time.format.DateTimeFormatterBuilder:1175	1.0 1000.0 0.0316069770620507
org.joda.time.format.DateTimeFormatterBuilder:1176	1.0 1000.0 0.0316069770620507
org.joda.time.format.DateTimeFormatterBuilder:374	1.0 1001.0 0.031591201180328175
org.joda.time.format.DateTimeFormatterBuilder:376	1.0 1001.0 0.031591201180328175
org.joda.time.format.DateTimeFormatterBuilder:377	1.0 1001.0 0.031591201180328175
org.joda.time.format.DateTimeFormatterBuilder:378	1.0 1001.0 0.031591201180328175
org.joda.time.format.DateTimeFormatterBuilder:1138	1.0 1003.0 0.031559720154890156
org.joda.time.format.DateTimeFormatterBuilder:1140	1.0 1003.0 0.031559720154890156
org.joda.time.format.DateTimeFormatterBuilder:1141	1.0 1003.0 0.031559720154890156
org.joda.time.format.DateTimeFormatterBuilder:1154	1.0 1003.0 0.031559720154890156
org.joda.time.format.DateTimeFormatterBuilder:1158	1.0 1003.0 0.031559720154890156
org.joda.time.format.DateTimeFormatterBuilder:1161	1.0 1003.0 0.031559720154890156
org.joda.time.format.DateTimeFormatterBuilder:84	1.0 1007.0 0.0314970394174356
org.joda.time.format.DateTimeFormatterBuilder:85	1.0 1007.0 0.0314970394174356
org.joda.time.format.DateTimeFormatterBuilder:86	1.0 1007.0 0.0314970394174356
org.joda.time.DateTimeUtils:285	1.0 2782.0 0.01895585582337043
org.joda.time.DateTimeZone:175	1.0 2977.0 0.01832473290751142
org.joda.time.DateTimeZone:176	1.0 2977.0 0.01832473290751142
org.joda.time.DateTimeZone:183	1.0 2977.0 0.01832473290751142
org.joda.time.DateTimeUtils:282	1.0 3142.0 0.01783724631296186
org.joda.time.Chronology:63	1.0 3352.0 0.017269637568509903
org.joda.time.chrono.BaseChronology:54	1.0 3352.0 0.017269637568509903
org.joda.time.chrono.BaseChronology:55	1.0 3352.0 0.017269637568509903
org.joda.time.DateTimeZone:134	1.0 3356.0 0.017259345769283257
org.joda.time.DateTimeZone:135	1.0 3356.0 0.017259345769283257
org.joda.time.DateTimeZone:139	1.0 3356.0 0.017259345769283257
org.joda.time.DateTimeZone:142	1.0 3356.0 0.017259345769283257
org.joda.time.DateTimeZone:148	1.0 3356.0 0.017259345769283257
org.joda.time.DateTimeZone:149	1.0 3356.0 0.017259345769283257
org.joda.time.DateTimeZone:136	1.0 3358.0 0.01725420676492063
org.joda.time.DateTimeZone:137	1.0 3358.0 0.01725420676492063
org.joda.time.DateTimeZone:138	1.0 3358.0 0.01725420676492063
org.joda.time.DateTimeUtils:39	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:41	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:47	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:48	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:49	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:50	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:51	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:52	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:53	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:54	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:55	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:56	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:57	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:58	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:59	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:60	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:63	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:66	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:67	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeUtils:524	1.0 3427.0 0.017079674642128877
org.joda.time.DateTimeZone:205	1.0 3706.0 0.01642436950621934
org.joda.time.tz.ZoneInfoProvider:147	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:224	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:226	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:227	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:228	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:229	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:236	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:237	1.0 3708.0 0.016419940661725654
org.joda.time.tz.ZoneInfoProvider:240	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:39	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:42	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:45	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:48	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:61	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:62	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:68	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:71	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:84	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:87	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:88	1.0 3708.0 0.016419940661725654
org.joda.time.tz.CachedDateTimeZone:89	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:95	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:98	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:110	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:119	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:183	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:184	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:187	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:188	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:192	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:193	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:194	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:195	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:196	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:200	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:201	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:202	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:203	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:204	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:205	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:209	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1166	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1167	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1176	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1177	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1178	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1179	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1180	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:482	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:483	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:484	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:485	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:486	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:487	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:504	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:505	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:509	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:510	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:511	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:512	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:513	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:514	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:515	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1341	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1342	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1343	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1344	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1347	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1348	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1349	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1350	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1351	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1353	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1354	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1355	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1356	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1359	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1360	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1364	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1367	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1370	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1371	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1372	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1375	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1500	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1501	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1502	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1503	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1504	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1505	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:1506	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:740	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:747	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:748	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:749	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:750	1.0 3708.0 0.016419940661725654
org.joda.time.tz.DateTimeZoneBuilder:751	1.0 3708.0 0.016419940661725654
org.joda.time.DateTimeZone:731	1.0 3712.0 0.01641109371029585
org.joda.time.DateTimeZone:94	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:116	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:117	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:118	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:440	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:441	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:443	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:444	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:448	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:451	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:468	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:471	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:473	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:485	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:487	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:491	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:498	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:542	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:543	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:714	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:715	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:718	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:719	1.0 3713.0 0.01640888420591555
org.joda.time.DateTimeZone:483	1.0 3715.0 0.016404467873119666
org.joda.time.DateTimeZone:494	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:82	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:83	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:106	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:107	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:110	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:111	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:114	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:115	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:117	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:118	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:121	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:123	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:124	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:136	1.0 3715.0 0.016404467873119666
