com.google.javascript.jscomp.parsing.TypeSafeDispatcher:241	1.0 4.0 0.4472135954999579
com.google.javascript.rhino.testing.BaseJSTypeTestCase:310	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:311	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:312	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:313	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:314	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:315	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:316	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:317	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:318	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:319	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:320	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:321	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:322	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:323	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:324	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:325	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:326	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:327	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:329	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:332	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:333	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:334	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:335	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:336	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:337	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:338	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:340	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:343	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:344	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:346	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:347	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:348	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:349	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:350	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:351	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:352	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:354	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:357	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:358	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:359	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:360	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:361	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:362	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:363	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:364	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:365	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:366	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:368	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:369	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:370	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:371	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:372	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:373	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:374	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:375	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:376	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:377	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:378	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:383	1.0 46.0 0.14586499149789456
com.google.javascript.rhino.testing.BaseJSTypeTestCase:385	1.0 46.0 0.14586499149789456
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:216	1.0 47.0 0.14433756729740646
com.google.javascript.jscomp.NodeUtil:1011	1.0 57.0 0.13130643285972254
com.google.javascript.jscomp.CheckGlobalThis:76	1.0 59.0 0.12909944487358055
com.google.javascript.jscomp.parsing.JsDocInfoParser:89	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocInfoParser:101	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocInfoParser:102	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocInfoParser:144	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocInfoParser:92	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocInfoParser:93	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocInfoParser:95	1.0 60.0 0.12803687993289598
com.google.javascript.rhino.JSDocInfo:172	1.0 60.0 0.12803687993289598
com.google.javascript.rhino.JSDocInfoBuilder:59	1.0 60.0 0.12803687993289598
com.google.javascript.rhino.JSDocInfoBuilder:62	1.0 60.0 0.12803687993289598
com.google.javascript.rhino.JSDocInfoBuilder:67	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.IRFactory:179	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.IRFactory:197	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.IRFactory:247	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.IRFactory:255	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.IRFactory:256	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocTokenStream:46	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocTokenStream:54	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:25	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:27	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:28	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:29	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:30	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:31	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:32	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:33	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:34	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:35	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:36	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:37	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:38	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:39	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:41	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:42	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:43	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:44	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:45	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:46	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:47	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.parsing.JsDocToken:48	1.0 60.0 0.12803687993289598
com.google.javascript.jscomp.JSError:141	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:142	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:143	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:144	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:145	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:146	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:147	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:148	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.JSError:149	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.CheckLevel:30	1.0 66.0 0.12216944435630522
com.google.javascript.jscomp.NodeUtil:1263	1.0 68.0 0.1203858530857692
com.google.javascript.jscomp.NodeUtil:1265	1.0 79.0 0.11180339887498948
com.google.javascript.jscomp.parsing.IRFactory:522	1.0 81.0 0.11043152607484653
com.google.javascript.jscomp.parsing.IRFactory:463	1.0 85.0 0.10783277320343841
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:201	1.0 85.0 0.10783277320343841
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:202	1.0 85.0 0.10783277320343841
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:233	1.0 85.0 0.10783277320343841
com.google.javascript.jscomp.CodeChangeHandler:47	1.0 86.0 0.10721125348377948
com.google.javascript.jscomp.CodeChangeHandler:48	1.0 86.0 0.10721125348377948
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:171	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:172	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:229	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeUtil:1254	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeUtil:1258	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeUtil:1259	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeUtil:1435	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeTraversal:472	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeTraversal:474	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeTraversal:497	1.0 87.0 0.10660035817780521
com.google.javascript.jscomp.NodeTraversal:207	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.NodeTraversal:527	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:60	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:61	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:64	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:66	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:171	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:105	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:109	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:126	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:129	1.0 89.0 0.10540925533894598
com.google.javascript.jscomp.CombinedCompilerPass:132	1.0 89.0 0.10540925533894598
com.google.javascript.rhino.jstype.JSTypeRegistry:116	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:122	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:176	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:221	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:222	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:223	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:224	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:225	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:226	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:234	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:237	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:239	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:240	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:242	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:243	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:247	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:248	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:250	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:251	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:257	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:259	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:262	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:266	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:268	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:270	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:271	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:274	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:277	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:282	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:283	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:286	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:287	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:289	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:292	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:293	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:300	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:303	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:304	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:306	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:307	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:310	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:315	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:318	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:323	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:330	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:331	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:334	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:337	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:338	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:340	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:341	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:344	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:347	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:350	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:351	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:354	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:361	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:372	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:377	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:381	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:385	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:388	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:391	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:392	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:395	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:397	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:398	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:401	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:402	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:405	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:409	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:410	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:415	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:418	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:428	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:769	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.JSTypeRegistry:173	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.NullType:54	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.NullType:55	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.NullType:104	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.ObjectType:81	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.PrototypeObjectType:108	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.PrototypeObjectType:112	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.AllType:53	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.AllType:54	1.0 92.0 0.10369516947304253
com.google.javascript.rhino.jstype.AllType:68	1.0 92.0 0.10369516947304253
